debate_id,claim,speaker_role,is_winner,n_turns,polarity_mean,polarity_std,polarity_slope,subjectivity_mean,subjectivity_std,subjectivity_slope,question_count_mean,question_count_std,question_count_slope,exclamation_count_mean,exclamation_count_std,exclamation_count_slope,word_count_mean,word_count_std,word_count_slope,char_count_mean,char_count_std,char_count_slope,strong_modality_count_mean,strong_modality_count_std,strong_modality_count_slope,weak_modality_count_mean,weak_modality_count_std,weak_modality_count_slope,strong_modality_density_mean,strong_modality_density_std,strong_modality_density_slope,weak_modality_density_mean,weak_modality_density_std,weak_modality_density_slope,modality_balance_mean,modality_balance_std,modality_balance_slope,confidence_mean,confidence_std,confidence_slope,turn_position_mean,early_confidence_mean,early_strong_modality_density_mean,early_weak_modality_density_mean,early_modality_balance_mean,early_polarity_mean,early_subjectivity_mean,middle_confidence_mean,middle_strong_modality_density_mean,middle_weak_modality_density_mean,middle_modality_balance_mean,middle_polarity_mean,middle_subjectivity_mean,late_confidence_mean,late_strong_modality_density_mean,late_weak_modality_density_mean,late_modality_balance_mean,late_polarity_mean,late_subjectivity_mean,late_minus_early_confidence,late_minus_early_strong_modality_density,late_minus_early_weak_modality_density,late_minus_early_modality_balance,late_minus_early_polarity,late_minus_early_subjectivity,emotion_anger_mean,emotion_fear_mean,emotion_joy_mean,emotion_sadness_mean,emotion_surprise_mean,emotion_love_mean,top_bert_emotion,dominant_bert_mode,nrc_surprise_density_mean,nrc_anger_density_mean,nrc_disgust_density_mean,nrc_fear_density_mean,nrc_joy_density_mean,nrc_anticipation_density_mean,nrc_trust_density_mean,nrc_sadness_density_mean,top_nrc_emotion,dominant_nrc_mode
debate_5c6d51061241,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,proponent,,5,-0.009374999999999998,0.04425551205468334,0.007812499999999995,0.3733333333333333,0.09972183534434395,0.003333333333333325,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.612486080160912,1.5000000000000002,160.2,33.58124476549373,9.750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6,2.4083189157584592,-0.2999999999999951,0.4444444444444445,62.5,0.0,0.0,0.0,-0.041666666666666664,0.31666666666666665,63.0,0.0,0.0,0.0,0.0,0.45,60.0,0.0,0.0,0.0,0.018229166666666668,0.39166666666666666,-2.5,0.0,0.0,0.0,0.05989583333333333,0.07500000000000001,0.06228525787591934,0.3064760811626911,0.571258794516325,0.04696260318160057,0.0066403098404407505,0.006376969488337636,joy,joy,0.027391304347826086,0.01801470588235294,0.027391304347826086,0.06342071611253197,0.0,0.01,0.027391304347826086,0.0,fear,surprise
debate_5c6d51061241,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,opponent,,5,-0.03888888888888888,0.02282177322938192,-0.00486111111111111,0.4261111111111111,0.1011622276163208,0.006805555555555546,0.0,0.0,0.0,0.0,0.0,0.0,24.4,6.387487769068525,-0.599999999999999,178.0,37.96709101313926,-1.7499999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,3.834057902536163,1.1999999999999988,0.5555555555555556,55.0,0.0,0.0,0.0,0.0,0.2916666666666667,58.5,0.0,0.0,0.0,-0.048611111111111105,0.4930555555555556,63.5,0.0,0.0,0.0,-0.048611111111111105,0.4263888888888888,8.5,0.0,0.0,0.0,-0.048611111111111105,0.13472222222222213,0.06726913079619408,0.6699780188500881,0.2189834527671337,0.03355629928410053,0.005110167153179646,0.005102932639420033,fear,fear,0.0,0.037142857142857144,0.0,0.08016806722689077,0.0,0.0058823529411764705,0.0,0.0,fear,fear
debate_418d6dc9001e,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,proponent,0.0,3,0.011111111111111112,0.019245008972987525,0.008333333333333333,0.08888888888888889,0.08388704928078611,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.2975435928358026e-16,129.66666666666666,9.073771725877465,2.7500000000000053,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,5.5486630580198154e-17,0.0,0.0,0.0,0.017543859649122806,0.0303868562731382,3.354204536131218e-18,-0.3333333333333333,0.5773502691896258,-5.5486630580198154e-17,45.0,10.0,-4.999999999999996,0.4000000000000001,55.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.05263157894736842,-1.0,0.0,0.1,35.0,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,-20.0,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.3537663320700328,0.05485977449764808,0.38590526580810547,0.1926739818106095,0.003489112171034018,0.009305551958580812,joy,anger,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,fear,fear
debate_418d6dc9001e,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,opponent,1.0,3,0.013333333333333336,0.06350852961085884,0.02750000000000001,0.21,0.16454482671904336,-0.07125000000000005,0.0,0.0,0.0,0.0,0.0,0.0,49.666666666666664,2.309401076758503,0.9999999999999979,329.6666666666667,12.701705922171765,5.5,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,0.25000000000000006,0.0,0.0,0.0,0.013071895424836602,0.011320593513522074,0.0049019607843137246,-0.6666666666666666,0.5773502691896258,-0.25000000000000006,81.33333333333333,1.1547005383792517,0.4999999999999958,0.6,80.0,0.0,0.0,0.0,-0.06,0.4,82.0,0.0,0.0196078431372549,-1.0,0.05,0.11499999999999999,82.0,0.0,0.0196078431372549,-1.0,0.05,0.11499999999999999,2.0,0.0,0.0196078431372549,-1.0,0.11,-0.28500000000000003,0.20521615569790205,0.05004076659679413,0.46830807129542035,0.2647526028255622,0.006791777443140745,0.004890607592339317,joy,sadness,0.020164094006396887,0.0,0.0,0.04742038659435405,0.0,0.02725629258795717,0.07954387428730357,0.0,trust,trust
debate_dee8e0725cb2,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,proponent,,4,-0.13177083333333334,0.001041666666666663,0.0003124999999999786,0.2598958333333333,0.01770833333333334,0.005312500000000024,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3.3166247903554,0.6000000000000016,120.25,23.357725345875043,3.550000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,10.408329997330663,-3.9999999999999947,0.42857142857142855,50.0,0.0,0.0,0.0,-0.13229166666666667,0.25104166666666666,40.0,0.0,0.0,0.0,-0.13125,0.26875,30.0,0.0,0.0,0.0,-0.13125,0.26875,-20.0,0.0,0.0,0.0,0.001041666666666663,0.017708333333333326,0.38793110102415085,0.587595522403717,0.01000706641934812,0.004733585752546787,0.0033798139193095267,0.006352897151373327,fear,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.07222222222222222,0.0,trust,trust
debate_dee8e0725cb2,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,opponent,,4,-0.13333333333333333,0.0,-7.50551299848095e-18,0.2333333333333333,0.0,-4.554804748158748e-20,0.0,0.0,0.0,0.0,0.0,0.0,22.25,1.5,-0.5500000000000004,169.5,7.54983443527075,-2.700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,4.08248290463863,1.499999999999998,0.5714285714285714,80.0,0.0,0.0,0.0,-0.13333333333333333,0.2333333333333333,85.0,0.0,0.0,0.0,-0.13333333333333333,0.2333333333333333,87.5,0.0,0.0,0.0,-0.13333333333333333,0.2333333333333333,7.5,0.0,0.0,0.0,0.0,0.0,0.09839854389429092,0.7735659033060074,0.10689055221155286,0.00856893474701792,0.0067787597654387355,0.005797282326966524,fear,fear,0.0,0.0,0.0,0.0,0.0,0.04509575569358178,0.09019151138716355,0.0,trust,trust
debate_b74029a3c955,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,proponent,,4,0.004166666666666662,0.07861650943380502,-0.015833333333333317,0.3145833333333333,0.47289372191034873,-0.1629166666666666,0.0,0.0,0.0,0.0,0.0,0.0,17.25,2.362907813126304,0.8500000000000016,125.5,23.68543856465402,8.700000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,12.120918557051139,-4.149999999999995,0.42857142857142855,45.0,0.0,0.0,0.0,0.05833333333333333,0.6291666666666667,30.0,0.0,0.0,0.0,-0.05,0.0,29.0,0.0,0.0,0.0,-0.05,0.0,-16.0,0.0,0.0,0.0,-0.10833333333333334,-0.6291666666666667,0.29808360571041703,0.2896112836897373,0.3554565388476476,0.04873278422746807,0.005758449027780443,0.002357351448154077,joy,joy,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.04102167182662539,0.02631578947368421,anticipation,anticipation
debate_b74029a3c955,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,opponent,,4,0.08020833333333334,0.13399898942405003,-0.04604166666666668,0.34756944444444443,0.4451822218464571,-0.1361805555555556,0.0,0.0,0.0,0.0,0.0,0.0,32.75,8.80814017448254,-0.6500000000000026,234.0,60.794736614282655,-1.2000000000000095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,5.0,1.5000000000000002,0.5714285714285714,75.0,0.0,0.0,0.0,0.25,1.0,85.0,0.0,0.0,0.0,0.12083333333333333,0.2236111111111111,85.0,0.0,0.0,0.0,-0.025,0.08333333333333333,10.0,0.0,0.0,0.0,-0.275,-0.9166666666666666,0.10512644983828068,0.2197859458392486,0.6261611673980951,0.036022123880684376,0.00810752750840038,0.0047968069557100534,joy,joy,0.0,0.011904761904761904,0.011904761904761904,0.018315018315018312,0.00625,0.04377880184331797,0.041449545078577336,0.011904761904761904,anticipation,trust
debate_db9e8723270f,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,proponent,,5,0.10928571428571428,0.1679634921459945,0.011071428571428607,0.45392857142857135,0.08247603238739935,-0.012142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2.16794833886788,0.2500000000000008,110.4,22.600884938426635,0.8500000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,5.639148871948674,-1.2499999999999993,0.4444444444444445,57.5,0.0,0.0,0.0,0.11249999999999999,0.51875,57.0,0.0,0.0,0.0,0.10714285714285714,0.4107142857142857,50.0,0.0,0.0,0.0,0.10714285714285714,0.4107142857142857,-7.5,0.0,0.0,0.0,-0.005357142857142852,-0.10803571428571435,0.6329673197120428,0.00584277946036309,0.13170215939171612,0.21154463381972163,0.002658740698825568,0.015284420526586472,anger,anger,0.0,0.06543417366946777,0.0,0.08361599185128596,0.0,0.053669467787114844,0.0,0.06543417366946777,fear,anger
debate_db9e8723270f,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,opponent,,5,0.09880952380952382,0.08022255042300688,0.008452380952380949,0.3357142857142857,0.08759106048879085,0.011428571428571442,0.0,0.0,0.0,0.0,0.0,0.0,17.2,4.08656334834051,-0.6499999999999992,125.0,29.588849251026982,-3.649999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.6,7.893034904268446,2.2,0.5555555555555556,55.0,0.0,0.0,0.0,-0.024999999999999994,0.35,63.5,0.0,0.0,0.0,0.15357142857142858,0.3053571428571429,70.5,0.0,0.0,0.0,0.10595238095238095,0.3589285714285714,15.5,0.0,0.0,0.0,0.13095238095238093,0.008928571428571397,0.35456558142323047,0.008088122180197388,0.49000230617821217,0.13298337403684854,0.0039620411000214515,0.010398582741618156,joy,anger,0.0,0.03857142857142857,0.0,0.03857142857142857,0.0,0.03857142857142857,0.0,0.03857142857142857,anger,anger
debate_e1755a486e66,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,proponent,,4,0.0,0.0,0.0,0.18333333333333335,0.0,2.255237930583828e-17,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.36945905222482e-15,114.0,0.0,1.2272086220550733e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.909944487358056,-4.999999999999993,0.42857142857142855,55.0,0.0,0.0,0.0,0.0,0.18333333333333335,40.0,0.0,0.0,0.0,0.0,0.18333333333333335,30.0,0.0,0.0,0.0,0.0,0.18333333333333335,-25.0,0.0,0.0,0.0,0.0,0.0,0.017593519762158394,0.00906568393111229,0.9078372716903687,0.05399704352021217,0.0028438286390155554,0.008662589825689793,joy,joy,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.0,trust,trust
debate_e1755a486e66,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,opponent,,4,0.0,0.0,0.0,0.334375,0.0,-6.597643190511595e-18,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.1554853344517523e-15,271.0,0.0,-3.1243959532319974e-15,0.0,0.0,0.0,3.0,0.0,-5.3474519465556643e-17,0.0,0.0,0.0,0.07894736842105263,0.0,2.061942331289058e-18,-3.0,0.0,5.3474519465556643e-17,65.0,7.0710678118654755,2.4999999999999987,0.5714285714285714,55.0,0.0,0.07894736842105263,-3.0,0.0,0.334375,65.0,0.0,0.07894736842105263,-3.0,0.0,0.334375,70.0,0.0,0.07894736842105263,-3.0,0.0,0.334375,15.0,0.0,0.0,0.0,0.0,0.0,0.06492768973112106,0.04577534273266792,0.8062238693237305,0.06849432736635208,0.005414909683167934,0.009163801558315754,joy,joy,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.10526315789473684,0.0,trust,trust
debate_504a28b69553,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",proponent,0.0,5,0.025,0.055901699437494755,3.714780849475216e-18,0.025,0.055901699437494755,3.714780849475216e-18,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.08656334834051,-0.04999999999999897,121.4,22.412050330123748,0.2500000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,2.1679483388678804,0.4500000000000011,0.4444444444444445,57.5,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.125,0.125,59.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.747957295179367,0.1533131141215563,0.04963292106986046,0.03860552348196507,0.004584821802563965,0.005906276637688279,anger,anger,0.0,0.07486013986013987,0.0,0.10562937062937064,0.0,0.015384615384615385,0.05986013986013986,0.062360139860139864,fear,anger
debate_504a28b69553,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",opponent,1.0,5,0.38,0.11867322079278596,-0.032500000000000015,0.38,0.11867322079278596,-0.032500000000000015,0.0,0.0,0.0,0.0,0.0,0.0,20.6,9.50263121456368,-1.5499999999999998,145.2,60.022495782831285,-7.649999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.23606797749979,0.499999999999999,0.5555555555555556,55.0,0.0,0.0,0.0,0.4666666666666666,0.4666666666666666,60.0,0.0,0.0,0.0,0.4666666666666666,0.4666666666666666,60.0,0.0,0.0,0.0,0.25,0.25,5.0,0.0,0.0,0.0,-0.21666666666666662,-0.21666666666666662,0.05166465084766969,0.016031531244516374,0.8865378499031067,0.0345963035710156,0.0043529826682060955,0.006816721835639328,joy,joy,0.0,0.021052631578947368,0.03397683397683397,0.06584027636659215,0.0,0.03397683397683397,0.14192237350132086,0.07608209713472872,trust,trust
debate_42029a9806f4,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,proponent,0.0,5,0.10333333333333335,0.09817784316682095,0.0008333333333333186,0.25,0.22821773229381923,0.020833333333333297,0.0,0.0,0.0,0.0,0.0,0.0,21.6,1.6733200530681511,-0.40000000000000013,134.4,26.9777686252959,-6.299999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,1.6431676725154982,-0.4999999999999998,0.4444444444444445,54.5,0.0,0.0,0.0,0.10833333333333334,0.20833333333333334,54.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,0.15,0.4166666666666667,-3.0,0.0,0.0,0.0,0.04166666666666666,0.20833333333333334,0.14017124339006842,0.7182007297873497,0.06409772541956045,0.01265462365699932,0.06002250639721751,0.00485312748933211,fear,fear,0.00909090909090909,0.06393939393939393,0.0,0.07378787878787878,0.00909090909090909,0.035606060606060606,0.08651515151515152,0.0,trust,anger
debate_42029a9806f4,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,1.0,5,0.0075000000000000015,0.04107919181288746,-0.011250000000000001,0.06000000000000001,0.08215838362577492,3.2861395215075328e-18,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.5495097567963922,0.35000000000000037,123.2,13.292855223765887,-0.1500000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,10.756393447619885,2.550000000000001,0.5555555555555556,55.0,0.0,0.0,0.0,0.07500000000000001,0.15000000000000002,56.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.0,0.0,-0.018750000000000003,0.07500000000000001,13.5,0.0,0.0,0.0,-0.09375000000000001,-0.07500000000000001,0.08694111499935389,0.5247762119397521,0.3044032413745299,0.06158517999574542,0.016366210486739873,0.005928012484218925,fear,fear,0.0,0.053359394863971524,0.0,0.06205504703788456,0.0,0.021052631578947368,0.07455504703788457,0.0,trust,anger
debate_135788fcda43,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,proponent,0.0,4,0.0,0.0,0.0,0.05,0.03333333333333334,0.00333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,21.75,6.13052471924984,2.150000000000002,154.0,35.35533905932738,12.500000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.909944487358056,-4.999999999999993,0.42857142857142855,55.0,0.0,0.0,0.0,0.0,0.03333333333333333,40.0,0.0,0.0,0.0,0.0,0.06666666666666667,30.0,0.0,0.0,0.0,0.0,0.06666666666666667,-25.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.41011239984072745,0.023574773338623345,0.524162903893739,0.03515013889409602,0.0031678439409006387,0.0038319305167533457,joy,joy,0.0,0.0,0.0,0.030594405594405596,0.0,0.038461538461538464,0.07255244755244755,0.030594405594405596,trust,trust
debate_135788fcda43,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,opponent,1.0,4,-0.025729166666666664,0.041982655975745235,-0.0033541666666666715,0.303125,0.2650422529208,0.10187499999999998,0.0,0.0,0.0,0.0,0.0,0.0,34.25,10.781929326423912,1.7499999999999993,233.75,71.00880227126775,10.050000000000006,0.0,0.0,0.0,0.25,0.5,0.14999999999999994,0.0,0.0,0.0,0.005952380952380952,0.011904761904761904,0.0035714285714285696,-0.25,0.5,-0.14999999999999994,63.75,7.5,2.750000000000002,0.5714285714285714,55.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,-0.016666666666666666,0.17500000000000002,70.0,0.0,0.011904761904761904,-0.5,-0.043125,0.51875,15.0,0.0,0.011904761904761904,-0.5,-0.043125,0.51875,0.2763934824615717,0.006788666651118547,0.4569181469560135,0.2571581929223612,0.0013191500620450824,0.0014223797770682722,joy,joy,0.0,0.02478632478632479,0.0,0.025587606837606837,0.005952380952380952,0.010416666666666666,0.03153998778998779,0.025587606837606837,trust,anger
debate_01f3270439c2,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,proponent,0.0,4,-0.1388888888888889,0.24216105241892633,0.022222222222222143,0.24166666666666664,0.27938424357067015,-0.0016666666666665818,0.0,0.0,0.0,0.0,0.0,0.0,16.25,3.685557397915997,-0.3499999999999977,115.0,19.30457631409368,-2.299999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,11.086778913041726,-4.249999999999994,0.42857142857142855,50.0,0.0,0.0,0.0,-0.25,0.25,35.0,0.0,0.0,0.0,-0.05555555555555555,0.4666666666666666,30.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.25,-0.25,0.0757008793298155,0.5040734577924013,0.3206477646599524,0.08663241643807851,0.004570741439238191,0.008374725919566117,fear,fear,0.0,0.0,0.015625,0.058779761904761904,0.06398809523809523,0.027529761904761904,0.07961309523809523,0.015625,trust,fear
debate_01f3270439c2,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,1.0,4,-0.020833333333333346,0.2042941778688544,0.009166666666666662,0.30486111111111114,0.24120725809565657,0.03736111111111113,0.0,0.0,0.0,0.0,0.0,0.0,41.75,8.05708797684788,2.7499999999999973,287.75,49.10787445342481,14.94999999999999,0.0,0.0,0.0,0.5,0.5773502691896257,0.1,0.0,0.0,0.0,0.011133102424542306,0.01288076771444462,0.002028698664027709,-0.5,0.5773502691896257,-0.1,76.25,4.7871355387816905,1.7499999999999996,0.5714285714285714,70.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.023255813953488372,-1.0,-0.23333333333333336,0.5861111111111111,80.0,0.0,0.010638297872340425,-0.5,0.07499999999999998,0.31666666666666665,10.0,0.0,0.010638297872340425,-0.5,0.07499999999999998,0.31666666666666665,0.2736106119118631,0.10373790794983506,0.4770293477922678,0.12915905565023422,0.008026269264519215,0.008436795324087143,joy,anger,0.005319148936170213,0.010638297872340425,0.01645225136071252,0.0495711693880917,0.0384380669635494,0.01897163120567376,0.07435675408213756,0.01897163120567376,trust,trust
debate_63038aad07e7,COVID-19 vaccines contain microchips designed for population tracking and control.,proponent,,1,0.3,,,0.48333333333333334,,,0.0,,,0.0,,,24.0,,,155.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,55.0,,,0.0,55.0,0.0,0.0,0.0,0.3,0.48333333333333334,,,,,,,,,,,,,,,,,,,0.02177661471068859,0.1984177827835083,0.752690851688385,0.008233304135501385,0.014340915717184544,0.00454047741368413,joy,joy,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.0,anticipation,anticipation
debate_63038aad07e7,COVID-19 vaccines contain microchips designed for population tracking and control.,opponent,,1,0.0,,,0.0,,,0.0,,,0.0,,,18.0,,,134.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,80.0,,,1.0,,,,,,,,,,,,,80.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.03243885561823845,0.267733097076416,0.5179334282875061,0.17143775522708893,0.006896669510751963,0.0035601218696683645,joy,joy,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,trust,anticipation
debate_72da926c7dce,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,proponent,,1,0.0,,,0.0,,,0.0,,,0.0,,,15.0,,,97.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,55.0,,,0.0,55.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.061090510338544846,0.26586323976516724,0.5844811797142029,0.06882964819669724,0.010695717297494411,0.0090397410094738,joy,joy,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,surprise,surprise
debate_72da926c7dce,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,opponent,,1,0.21666666666666667,,,0.8666666666666667,,,0.0,,,0.0,,,41.0,,,292.0,,,0.0,,,1.0,,,0.0,,,0.024390243902439025,,,-1.0,,,75.0,,,1.0,,,,,,,,,,,,,75.0,0.0,0.024390243902439025,-1.0,0.21666666666666667,0.8666666666666667,,,,,,,0.002970457775518298,0.017470739781856537,0.9700419902801514,0.005344032775610685,0.001988115720450878,0.0021846028976142406,joy,joy,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,surprise,surprise
debate_98b823af1cb8,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,proponent,0.0,3,-0.018518518518518517,0.032075014954979206,-3.661128876670316e-18,0.1777777777777778,0.2523959264800122,-0.016666666666666625,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,2.081665999466133,-1.0000000000000002,124.0,23.388031127053,-9.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,-1.4999999999999967,0.4000000000000001,55.0,0.0,0.0,0.0,0.0,0.06666666666666667,52.0,0.0,0.0,0.0,-0.05555555555555555,0.46666666666666673,49.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-0.06666666666666667,0.2045051579674085,0.29811638842026394,0.2941325114419063,0.19102034345269203,0.005972636708368857,0.0062529534722367925,fear,fear,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.03627450980392157,0.016666666666666666,0.0,anticipation,anticipation
debate_98b823af1cb8,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.4641016151377544,-1.500000000000003,145.66666666666666,33.30665599145812,-12.000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.999999999999996,0.6,70.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34439454476038617,0.5329712132612864,0.060785518338282905,0.04599581100046635,0.013349032029509544,0.0025038948903481164,fear,fear,0.0,0.0,0.0,0.0462962962962963,0.0,0.0,0.013888888888888888,0.032407407407407406,fear,fear
debate_5ff0c630f642,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,proponent,0.0,5,0.08638888888888888,0.08884764668232724,0.022013888888888885,0.5625925925925926,0.11664755869389436,-0.03379629629629627,0.0,0.0,0.0,0.0,0.0,0.0,34.2,13.21741275741966,3.450000000000001,223.0,85.77004138975333,21.95000000000001,0.4,0.5477225575051662,0.15,0.2,0.447213595499958,0.09999999999999998,0.008467023172905526,0.011646287295340445,0.0032531194295900177,0.004545454545454545,0.010163945352271771,0.0022727272727272726,0.2,0.447213595499958,0.05000000000000001,51.0,3.1622776601683795,-0.9999999999999988,0.4444444444444445,54.0,0.0,0.0,0.0,0.03541666666666666,0.675,51.0,0.0,0.0,0.0,0.0,0.5,48.0,0.021167557932263815,0.011363636363636364,0.5,0.18055555555555552,0.4814814814814816,-6.0,0.021167557932263815,0.011363636363636364,0.5,0.14513888888888887,-0.19351851851851842,0.08728366924915462,0.009186878730542958,0.6667176850140095,0.22856116285547615,0.0028950018458999693,0.005355620034970343,joy,joy,0.0,0.029164907589830192,0.014717023172905524,0.04966490758983019,0.022717023172905526,0.0357295008912656,0.025243338962379208,0.04966490758983019,fear,anger
