debate_id,claim,winner_role,winner_source,winner_confidence_label,n_total_turns,proponent_turns,proponent_confidence_mean,proponent_strong_modality_density_mean,proponent_weak_modality_density_mean,proponent_modality_balance_mean,proponent_polarity_mean,proponent_subjectivity_mean,proponent_word_count_mean,proponent_late_confidence_mean,proponent_late_strong_modality_density_mean,proponent_late_weak_modality_density_mean,proponent_late_modality_balance_mean,opponent_turns,opponent_confidence_mean,opponent_strong_modality_density_mean,opponent_weak_modality_density_mean,opponent_modality_balance_mean,opponent_polarity_mean,opponent_subjectivity_mean,opponent_word_count_mean,opponent_late_confidence_mean,opponent_late_strong_modality_density_mean,opponent_late_weak_modality_density_mean,opponent_late_modality_balance_mean,loser_role,winner_minus_loser_confidence_mean,winner_minus_loser_strong_modality_density_mean,winner_minus_loser_weak_modality_density_mean,winner_minus_loser_modality_balance_mean,winner_minus_loser_polarity_mean,winner_minus_loser_subjectivity_mean,winner_minus_loser_word_count_mean,winner_minus_loser_late_confidence_mean,winner_minus_loser_late_strong_modality_density_mean,winner_minus_loser_late_weak_modality_density_mean,winner_minus_loser_late_modality_balance_mean
debate_81d564098674,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",opponent,stance_trajectory,medium,10,5,52.2,0.0,0.0,0.0,0.19,0.65,19.4,50.0,0.0,0.0,0.0,5,57.4,0.0,0.0,0.0,0.08,0.08,28.8,59.5,0.0,0.0,0.0,proponent,5.199999999999996,0.0,0.0,0.0,-0.11,-0.5700000000000001,9.400000000000002,9.5,0.0,0.0,0.0
debate_cd5fadf14c99,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,54.4,0.0,0.0,0.0,0.02333333333333333,0.6566666666666666,21.2,55.0,0.0,0.0,0.0,5,58.0,0.0,0.0,0.0,0.07999999999999999,0.33,29.8,60.5,0.0,0.0,0.0,proponent,3.6000000000000014,0.0,0.0,0.0,0.05666666666666666,-0.3266666666666666,8.600000000000001,5.5,0.0,0.0,0.0
debate_2eb3e932ee2b,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,opponent,stance_trajectory,medium,10,5,50.8,0.0,0.0,0.0,-0.24666666666666667,0.4444444444444445,19.4,47.5,0.0,0.0,0.0,5,58.0,0.0,0.0,0.0,-0.025,0.2458333333333333,21.2,61.0,0.0,0.0,0.0,proponent,7.200000000000003,0.0,0.0,0.0,0.22166666666666668,-0.19861111111111118,1.8000000000000007,13.5,0.0,0.0,0.0
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,stance_trajectory,medium,10,5,52.6,0.0,0.025555555555555554,-0.8,0.02,0.16999999999999998,27.0,50.5,0.0,0.043055555555555555,-1.5,5,57.8,0.0,0.009326974032856386,-0.4,0.0,0.4383333333333333,42.6,60.0,0.0,0.00980392156862745,-0.5,proponent,5.199999999999996,0.0,-0.016228581522699168,0.4,-0.02,0.2683333333333333,15.600000000000001,9.5,0.0,-0.033251633986928104,1.0
debate_4ae475f08a00,COVID-19 vaccines contain microchips designed for population tracking and control.,opponent,stance_trajectory,medium,10,5,52.4,0.0,0.0,0.0,0.04309523809523809,0.5033333333333333,33.4,50.0,0.0,0.0,0.0,5,52.4,0.0,0.0,0.0,0.12349999999999998,0.5986666666666667,38.4,53.5,0.0,0.0,0.0,proponent,0.0,0.0,0.0,0.0,0.0804047619047619,0.09533333333333338,5.0,3.5,0.0,0.0,0.0
debate_6839fbe589d0,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,opponent,stance_trajectory,medium,10,5,46.4,0.0,0.0,0.0,0.05333333333333333,0.4845555555555555,43.2,44.5,0.0,0.0,0.0,5,55.0,0.0,0.0,0.0,0.03226190476190477,0.37374999999999997,38.2,59.0,0.0,0.0,0.0,proponent,8.600000000000001,0.0,0.0,0.0,-0.02107142857142856,-0.11080555555555555,-5.0,14.5,0.0,0.0,0.0
debate_f539806061c5,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,,,low,10,5,46.4,0.0,0.0,0.0,-0.029333333333333333,0.2518888888888889,37.6,44.5,0.0,0.0,0.0,5,54.4,0.0,0.0,0.0,0.05116666666666667,0.35963888888888884,42.4,59.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_0825efa7c959,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,,,low,8,4,42.5,0.0,0.0,0.0,0.1559090909090909,0.5565151515151515,36.75,30.0,0.0,0.0,0.0,4,57.5,0.00625,0.0,0.25,0.12265277777777778,0.6108541666666667,39.0,62.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_7d014e93f9b3,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,stance_trajectory,medium,6,3,41.666666666666664,0.0,0.0,0.0,-0.19166666666666665,0.6083333333333333,32.666666666666664,30.0,0.0,0.0,0.0,3,55.0,0.007407407407407408,0.0,0.3333333333333333,0.09888888888888887,0.49541666666666667,40.333333333333336,60.0,0.0,0.0,0.0,proponent,13.333333333333336,0.007407407407407408,0.0,0.3333333333333333,0.2905555555555555,-0.11291666666666661,7.666666666666671,30.0,0.0,0.0,0.0
debate_273559930778,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,stance_trajectory,medium,6,3,45.0,0.0,0.0,0.0,0.047619047619047616,0.41964285714285715,36.0,35.0,0.0,0.0,0.0,3,60.0,0.0,0.0,0.0,0.18499999999999997,0.5891666666666667,42.666666666666664,70.0,0.0,0.0,0.0,proponent,15.0,0.0,0.0,0.0,0.13738095238095235,0.16952380952380958,6.666666666666664,35.0,0.0,0.0,0.0
debate_81e1dd1526fa,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,,,low,10,5,42.4,0.0,0.0,0.0,0.037023809523809514,0.38059523809523804,33.6,37.0,0.0,0.0,0.0,5,54.6,0.007407407407407407,0.0,0.2,0.0075000000000000015,0.4825000000000001,29.4,60.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_107a323ced1b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,stance_trajectory,medium,10,5,66.0,0.0,0.0,0.0,0.1196904761904762,0.38461904761904764,32.6,72.5,0.0,0.0,0.0,5,50.0,0.0,0.0,0.0,0.12092063492063491,0.48915873015873024,39.6,52.5,0.0,0.0,0.0,proponent,-16.0,0.0,0.0,0.0,0.0012301587301587202,0.1045396825396826,7.0,-20.0,0.0,0.0,0.0
debate_fea6b63ccc76,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,,,low,6,3,48.333333333333336,0.009259259259259259,0.009259259259259259,0.0,0.07361111111111113,0.39087301587301587,35.0,40.0,0.027777777777777776,0.027777777777777776,0.0,3,61.666666666666664,0.0,0.0,0.0,0.04444444444444445,0.49259259259259264,38.0,85.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_3eca592f1833,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,,,low,8,4,51.25,0.006578947368421052,0.006578947368421052,0.0,0.11376984126984126,0.34813492063492063,40.75,40.0,0.0,0.0,0.0,4,57.5,0.0,0.0,0.0,-0.05,0.22976190476190478,33.75,65.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_e4a2baa3fb89,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,opponent,stance_trajectory,medium,6,3,44.666666666666664,0.0,0.0,0.0,0.12708333333333333,0.24722222222222223,34.0,39.0,0.0,0.0,0.0,3,51.666666666666664,0.0,0.0,0.0,0.32,0.5172222222222222,33.0,55.0,0.0,0.0,0.0,proponent,7.0,0.0,0.0,0.0,0.19291666666666668,0.27,-1.0,16.0,0.0,0.0,0.0
debate_6e3d74abc510,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,,,low,8,4,46.75,0.0,0.0,0.0,0.08643939393939394,0.3024715909090909,34.25,43.0,0.0,0.0,0.0,4,53.75,0.009259259259259259,0.0,0.25,-0.02013888888888888,0.3284722222222222,35.25,55.0,0.018518518518518517,0.0,0.5,,,,,,,,,,,,
debate_49e7b0a80427,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,opponent,stance_trajectory,medium,10,5,52.0,0.00909090909090909,0.00909090909090909,0.0,0.07083333333333333,0.39113095238095236,30.8,49.5,0.0,0.0,0.0,5,53.0,0.0,0.0,0.0,0.06861111111111111,0.4918333333333333,33.4,55.0,0.0,0.0,0.0,proponent,1.0,-0.00909090909090909,-0.00909090909090909,0.0,-0.0022222222222222227,0.10070238095238093,2.599999999999998,5.5,0.0,0.0,0.0
debate_ef7da342b9d1,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,opponent,stance_trajectory,medium,10,5,46.0,0.0,0.0,0.0,0.165,0.3441666666666666,31.6,43.5,0.0,0.0,0.0,5,60.2,0.0,0.0,0.0,-0.04111111111111111,0.5033333333333333,34.0,72.5,0.0,0.0,0.0,proponent,14.200000000000003,0.0,0.0,0.0,-0.20611111111111113,0.15916666666666668,2.3999999999999986,29.0,0.0,0.0,0.0
debate_a5eff8024833,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,opponent,stance_trajectory,medium,10,5,49.8,0.0,0.0,0.0,0.0895,0.33599999999999997,37.8,47.5,0.0,0.0,0.0,5,51.4,0.0,0.0,0.0,-0.09333333333333332,0.42750000000000005,42.4,52.5,0.0,0.0,0.0,proponent,1.6000000000000014,0.0,0.0,0.0,-0.18283333333333332,0.09150000000000008,4.600000000000001,5.0,0.0,0.0,0.0
debate_47e0cb270701,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,,,low,10,5,64.0,0.0,0.0,0.0,0.11033333333333335,0.35978571428571426,34.4,60.0,0.0,0.0,0.0,5,50.0,0.0,0.0,0.0,0.0125,0.4329761904761905,40.2,57.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_08516d14d4c2,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",,,low,10,5,61.6,0.007692307692307693,0.0,0.2,0.09361111111111112,0.42750000000000005,30.6,65.0,0.0,0.0,0.0,5,51.4,0.0,0.0,0.0,0.05195833333333333,0.5727261904761904,35.4,53.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_a5d0ea3fd24b,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,50.8,0.0,0.0,0.0,-0.03166666666666666,0.35571428571428576,40.0,44.5,0.0,0.0,0.0,5,52.0,0.0,0.0,0.0,0.15333333333333335,0.4133333333333333,42.2,52.5,0.0,0.0,0.0,proponent,1.2000000000000028,0.0,0.0,0.0,0.185,0.057619047619047514,2.200000000000003,8.0,0.0,0.0,0.0
debate_8703306ab34a,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,opponent,stance_trajectory,medium,8,4,51.25,0.0,0.0,0.0,0.0049806096681096704,0.21987170815295812,32.75,40.0,0.0,0.0,0.0,4,54.25,0.0,0.0,0.0,0.06666666666666667,0.4095238095238095,37.25,59.0,0.0,0.0,0.0,proponent,3.0,0.0,0.0,0.0,0.061686056998557,0.1896521013708514,4.5,19.0,0.0,0.0,0.0
debate_aff1cbe83200,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,stance_trajectory,medium,8,4,47.0,0.0,0.0,0.0,-0.0474404761904762,0.3292757936507936,34.5,45.0,0.0,0.0,0.0,4,52.25,0.0,0.0,0.0,0.13177083333333334,0.6057291666666667,41.5,54.0,0.0,0.0,0.0,proponent,5.25,0.0,0.0,0.0,0.17921130952380954,0.276453373015873,7.0,9.0,0.0,0.0,0.0
debate_6fa5606e8336,COVID-19 vaccines contain microchips designed for population tracking and control.,,,low,8,4,52.5,0.0,0.0,0.0,0.18333333333333335,0.3283333333333333,34.75,54.0,0.0,0.0,0.0,4,57.75,0.0,0.0047169811320754715,-0.25,0.0671875,0.3651041666666666,55.5,61.0,0.0,0.009433962264150943,-0.5,,,,,,,,,,,,
debate_e4d3c02d19cc,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,opponent,stance_trajectory,medium,8,4,47.0,0.0,0.0,0.0,0.19375,0.38958333333333334,34.5,44.0,0.0,0.0,0.0,4,63.0,0.0,0.0183531746031746,-1.0,0.0775,0.6245833333333333,44.5,70.5,0.0,0.011904761904761904,-0.5,proponent,16.0,0.0,0.0183531746031746,-1.0,-0.11625,0.23499999999999993,10.0,26.5,0.0,0.011904761904761904,-0.5
debate_e0e42b4ad654,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,stance_trajectory,medium,10,5,52.0,0.0,0.0,0.0,0.005809523809523815,0.3492063492063492,40.4,51.5,0.0,0.0,0.0,5,54.2,0.0,0.0,0.0,-0.012857142857142855,0.41229761904761897,33.6,54.5,0.0,0.0,0.0,proponent,2.200000000000003,0.0,0.0,0.0,-0.01866666666666667,0.06309126984126978,-6.799999999999997,3.0,0.0,0.0,0.0
debate_421cc30792b9,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,stance_trajectory,medium,10,5,48.4,0.0,0.0,0.0,0.052857142857142866,0.4269047619047619,34.4,44.5,0.0,0.0,0.0,5,57.2,0.0,0.004347826086956522,-0.2,0.03463888888888887,0.55525,41.0,59.0,0.0,0.0,0.0,proponent,8.800000000000004,0.0,0.004347826086956522,-0.2,-0.018218253968253995,0.12834523809523812,6.600000000000001,14.5,0.0,0.0,0.0
debate_1ebd63da79bb,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,stance_trajectory,medium,10,5,51.2,0.0,0.0,0.0,-0.06357142857142857,0.30142857142857143,37.4,50.0,0.0,0.0,0.0,5,58.0,0.0,0.0,0.0,0.35000000000000003,0.2166666666666667,50.2,60.5,0.0,0.0,0.0,proponent,6.799999999999997,0.0,0.0,0.0,0.4135714285714286,-0.08476190476190473,12.800000000000004,10.5,0.0,0.0,0.0
debate_ab1bbc54c17b,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,stance_trajectory,medium,10,5,56.8,0.0,0.0,0.0,0.004109523809523806,0.3628761904761905,45.4,56.5,0.0,0.0,0.0,5,66.0,0.0,0.0,0.0,0.07334126984126985,0.27150793650793653,38.0,69.0,0.0,0.0,0.0,proponent,9.200000000000003,0.0,0.0,0.0,0.06923174603174603,-0.09136825396825399,-7.399999999999999,12.5,0.0,0.0,0.0
debate_2c1be2d8ada8,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,,,low,10,5,57.0,0.00425531914893617,0.0,0.2,0.05444444444444444,0.53,40.0,56.0,0.0,0.0,0.0,5,57.4,0.0,0.008333333333333333,-0.2,-0.001388888888888884,0.4925,31.8,60.5,0.0,0.0,0.0,,,,,,,,,,,,
debate_da46146cec4b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,stance_trajectory,medium,10,5,59.4,0.0,0.0,0.0,-0.1388888888888889,0.5929166666666666,34.4,76.5,0.0,0.0,0.0,5,57.2,0.0,0.04,-1.6,-0.04966666666666667,0.51125,37.4,59.0,0.0,0.025,-1.0,proponent,-2.1999999999999957,0.0,0.04,-1.6,0.08922222222222223,-0.08166666666666667,3.0,-17.5,0.0,0.025,-1.0
debate_d0d43ee5d888,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,stance_trajectory,medium,10,5,46.6,0.0,0.0,0.0,0.007499999999999995,0.4259722222222222,37.0,40.5,0.0,0.0,0.0,5,62.8,0.0,0.0,0.0,0.08444444444444445,0.7127777777777777,37.2,65.0,0.0,0.0,0.0,proponent,16.199999999999996,0.0,0.0,0.0,0.07694444444444445,0.28680555555555554,0.20000000000000284,24.5,0.0,0.0,0.0
debate_9d6919e06eaf,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,opponent,stance_trajectory,medium,10,5,63.6,0.0,0.0,0.0,0.09222222222222222,0.3882539682539683,34.0,71.5,0.0,0.0,0.0,5,60.2,0.0,0.008712121212121213,-0.4,0.028142857142857143,0.5567142857142857,38.6,69.5,0.0,0.0,0.0,proponent,-3.3999999999999986,0.0,0.008712121212121213,-0.4,-0.06407936507936507,0.16846031746031742,4.600000000000001,-2.0,0.0,0.0,0.0
debate_88575c419b20,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,opponent,stance_trajectory,medium,10,5,58.0,0.0058823529411764705,0.0058823529411764705,0.0,0.044833333333333336,0.311,30.8,59.0,0.0,0.0,0.0,5,54.8,0.0,0.004166666666666667,-0.2,-0.03733333333333333,0.36180555555555555,35.6,53.5,0.0,0.0,0.0,proponent,-3.200000000000003,-0.0058823529411764705,-0.001715686274509804,-0.2,-0.08216666666666667,0.05080555555555555,4.800000000000001,-5.5,0.0,0.0,0.0
debate_fb3d37cd8bd7,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,opponent,stance_trajectory,medium,10,5,54.6,0.0,0.006896551724137931,-0.2,0.08522222222222223,0.29966666666666664,32.2,57.0,0.0,0.0,0.0,5,57.2,0.0,0.0,0.0,-0.006666666666666666,0.29333333333333333,33.0,59.0,0.0,0.0,0.0,proponent,2.6000000000000014,0.0,-0.006896551724137931,0.2,-0.0918888888888889,-0.006333333333333302,0.7999999999999972,2.0,0.0,0.0,0.0
debate_af0f92eab32e,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,opponent,stance_trajectory,medium,10,5,47.8,0.01958333333333333,0.01958333333333333,0.0,0.11444444444444446,0.38949999999999996,32.6,47.0,0.028125,0.028125,0.0,5,65.8,0.0,0.004878048780487805,-0.2,-0.09666666666666665,0.24875000000000003,23.6,67.5,0.0,0.0,0.0,proponent,18.0,-0.01958333333333333,-0.014705284552845525,-0.2,-0.2111111111111111,-0.14074999999999993,-9.0,20.5,-0.028125,-0.028125,0.0
debate_6877dd3dbd41,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,,,low,2,1,55.0,0.0,0.0,0.0,0.09375,0.68125,29.0,,,,,1,75.0,0.0,0.0,0.0,0.13333333333333333,0.375,22.0,75.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_62651f088481,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,opponent,stance_trajectory,medium,10,5,55.6,0.0,0.0,0.0,0.055158730158730164,0.24705026455026452,40.8,57.5,0.0,0.0,0.0,5,63.6,0.0,0.011764705882352941,-0.4,0.0680952380952381,0.37565476190476194,31.2,63.0,0.0,0.014705882352941176,-0.5,proponent,8.0,0.0,0.011764705882352941,-0.4,0.012936507936507934,0.12860449735449742,-9.599999999999998,5.5,0.0,0.014705882352941176,-0.5
debate_062712556e18,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,opponent,stance_trajectory,medium,6,3,54.0,0.0,0.007246376811594203,-0.3333333333333333,0.12129629629629629,0.30370370370370364,41.0,54.0,0.0,0.021739130434782608,-1.0,3,63.666666666666664,0.0,0.008771929824561403,-0.3333333333333333,0.0,0.2111111111111111,38.333333333333336,80.0,0.0,0.0,0.0,proponent,9.666666666666664,0.0,0.0015255530129672,0.0,-0.12129629629629629,-0.09259259259259253,-2.6666666666666643,26.0,0.0,-0.021739130434782608,1.0
debate_49ca05994123,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.",opponent,stance_trajectory,medium,10,5,46.0,0.007692307692307693,0.0,0.2,0.07734126984126984,0.5573412698412697,34.8,44.5,0.0,0.0,0.0,5,54.6,0.0,0.005555555555555555,-0.2,0.22374999999999998,0.64875,34.4,54.0,0.0,0.0,0.0,proponent,8.600000000000001,-0.007692307692307693,0.005555555555555555,-0.4,0.14640873015873013,0.0914087301587303,-0.3999999999999986,9.5,0.0,0.0,0.0
debate_edace8d7cd42,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,opponent,stance_trajectory,medium,10,5,52.8,0.0,0.0,0.0,-0.034166666666666665,0.2611904761904762,37.6,53.5,0.0,0.0,0.0,5,54.4,0.0,0.0,0.0,-0.0566,0.1851,40.6,53.0,0.0,0.0,0.0,proponent,1.6000000000000014,0.0,0.0,0.0,-0.022433333333333333,-0.07609047619047621,3.0,-0.5,0.0,0.0,0.0
debate_c02b68dfb8f7,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,opponent,stance_trajectory,medium,10,5,45.0,0.0,0.0,0.0,0.056666666666666664,0.3819761904761905,39.6,42.0,0.0,0.0,0.0,5,55.6,0.0,0.013406593406593406,-0.8,0.02,0.38125,56.0,56.5,0.0,0.019230769230769232,-1.0,proponent,10.600000000000001,0.0,0.013406593406593406,-0.8,-0.03666666666666667,-0.0007261904761905469,16.4,14.5,0.0,0.019230769230769232,-1.0
debate_cf7645cf9a34,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,opponent,stance_trajectory,medium,10,5,52.6,0.0,0.0,0.0,0.03,0.4333333333333334,38.6,53.5,0.0,0.0,0.0,5,54.2,0.0,0.0,0.0,0.10666666666666666,0.13111111111111112,31.0,53.5,0.0,0.0,0.0,proponent,1.6000000000000014,0.0,0.0,0.0,0.07666666666666666,-0.3022222222222223,-7.600000000000001,0.0,0.0,0.0,0.0
debate_18b247405fa1,COVID-19 vaccines contain microchips designed for population tracking and control.,opponent,stance_trajectory,medium,8,4,65.5,0.0,0.0,0.0,0.03750000000000001,0.4208333333333333,28.0,61.0,0.0,0.0,0.0,4,65.25,0.01661220043572985,0.0,0.5,0.4875,0.25972222222222224,32.5,74.5,0.014705882352941176,0.0,0.5,proponent,-0.25,0.01661220043572985,0.0,0.5,0.44999999999999996,-0.16111111111111104,4.5,13.5,0.014705882352941176,0.0,0.5
debate_c86eb473fca2,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,,,low,10,5,49.0,0.0,0.0,0.0,-0.02857142857142857,0.0838095238095238,18.0,44.5,0.0,0.0,0.0,5,54.8,0.0,0.0,0.0,0.1075,0.43,35.8,59.0,0.0,0.0,0.0,,,,,,,,,,,,
debate_77834732f4ac,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,stance_trajectory,medium,10,5,49.0,0.0,0.0,0.0,0.10222222222222226,0.35777777777777775,18.0,44.5,0.0,0.0,0.0,5,51.2,0.0,0.0,0.0,0.2866666666666666,0.4291111111111111,34.6,53.0,0.0,0.0,0.0,proponent,2.200000000000003,0.0,0.0,0.0,0.18444444444444436,0.07133333333333336,16.6,8.5,0.0,0.0,0.0
debate_6fcb77dcf82a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,stance_trajectory,medium,6,3,52.0,0.0,0.0,0.0,0.5,0.75,14.333333333333334,49.0,0.0,0.0,0.0,3,59.0,0.019047619047619046,0.0,0.6666666666666666,0.22611111111111112,0.5783333333333333,34.666666666666664,75.0,0.0,0.0,0.0,proponent,7.0,0.019047619047619046,0.0,0.6666666666666666,-0.27388888888888885,-0.17166666666666675,20.33333333333333,26.0,0.0,0.0,0.0
debate_58604c0ed8cf,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,stance_trajectory,medium,6,3,52.333333333333336,0.0,0.0,0.0,0.4166666666666667,0.6333333333333333,19.666666666666668,50.0,0.0,0.0,0.0,3,62.333333333333336,0.008547008547008546,0.0,0.3333333333333333,0.2888888888888889,0.5166666666666666,32.666666666666664,85.0,0.0,0.0,0.0,proponent,10.0,0.008547008547008546,0.0,0.3333333333333333,-0.12777777777777777,-0.1166666666666667,12.999999999999996,35.0,0.0,0.0,0.0
debate_67df92aa4d36,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,stance_trajectory,medium,10,5,50.8,0.0,0.0,0.0,-0.06333333333333332,0.16,15.6,47.5,0.0,0.0,0.0,5,51.2,0.0,0.0,0.0,0.3,0.39249999999999996,29.2,53.0,0.0,0.0,0.0,proponent,0.4000000000000057,0.0,0.0,0.0,0.3633333333333333,0.23249999999999996,13.6,5.5,0.0,0.0,0.0
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,opponent,stance_trajectory,medium,10,5,49.0,0.0,0.0,0.0,0.09833333333333331,0.33499999999999996,20.2,44.5,0.0,0.0,0.0,5,52.4,0.004878048780487805,0.004878048780487805,0.0,-0.025833333333333337,0.40458333333333335,38.0,55.0,0.0,0.0,0.0,proponent,3.3999999999999986,0.004878048780487805,0.004878048780487805,0.0,-0.12416666666666665,0.06958333333333339,17.8,10.5,0.0,0.0,0.0
debate_3bdae313ad15,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,stance_trajectory,medium,6,3,52.0,0.0,0.0,0.0,0.03657407407407407,0.4439814814814815,17.666666666666668,49.0,0.0,0.0,0.0,3,57.666666666666664,0.0,0.0,0.0,0.0,0.49374999999999997,38.0,75.0,0.0,0.0,0.0,proponent,5.666666666666664,0.0,0.0,0.0,-0.03657407407407407,0.04976851851851849,20.333333333333332,26.0,0.0,0.0,0.0
debate_52ed89da7e8b,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,stance_trajectory,medium,8,4,55.5,0.0,0.0,0.0,-0.1111111111111111,0.35763888888888884,25.25,51.0,0.0,0.0,0.0,4,59.25,0.0,0.007142857142857143,-0.25,-0.08194444444444443,0.43472222222222223,29.0,68.5,0.0,0.0,0.0,proponent,3.75,0.0,0.007142857142857143,-0.25,0.029166666666666674,0.07708333333333339,3.75,17.5,0.0,0.0,0.0
debate_e26368758b35,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,opponent,stance_trajectory,medium,6,3,67.0,0.0,0.0,0.0,0.09126984126984128,0.20634920634920637,31.0,64.0,0.0,0.0,0.0,3,57.666666666666664,0.008771929824561403,0.0,0.3333333333333333,0.019444444444444445,0.3396164021164021,33.666666666666664,75.0,0.0,0.0,0.0,proponent,-9.333333333333336,0.008771929824561403,0.0,0.3333333333333333,-0.07182539682539683,0.13326719576719573,2.6666666666666643,11.0,0.0,0.0,0.0
debate_ca5b1f5a2ad5,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,opponent,stance_trajectory,medium,10,5,49.0,0.0,0.006666666666666666,-0.2,0.017999999999999995,0.39233333333333337,23.8,44.5,0.0,0.0,0.0,5,50.4,0.0,0.0,0.0,-0.0033333333333333327,0.5668333333333333,29.6,51.0,0.0,0.0,0.0,proponent,1.3999999999999986,0.0,-0.006666666666666666,0.2,-0.02133333333333333,0.17449999999999993,5.800000000000001,6.5,0.0,0.0,0.0
debate_32f1c933c98e,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,opponent,stance_trajectory,medium,8,4,50.5,0.0,0.0,0.0,-0.05,0.19999999999999998,21.0,46.0,0.0,0.0,0.0,4,57.75,0.0,0.0,0.0,-0.015,0.17812499999999998,34.0,64.5,0.0,0.0,0.0,proponent,7.25,0.0,0.0,0.0,0.035,-0.021875000000000006,13.0,18.5,0.0,0.0,0.0
