group_type,group_name,rank,term,count,per_1k_tokens,total_tokens
topic,covid_vaccine_microchips,25,civility,30,6.331785563528915,4738
topic,cryptocurrency_control,1,ca,132,28.27763496143959,4668
topic,cryptocurrency_control,2,control,130,27.84918594687232,4668
topic,cryptocurrency_control,3,privacy,125,26.778063410454156,4668
topic,cryptocurrency_control,4,cbdcs,120,25.70694087403599,4668
topic,cryptocurrency_control,5,sa,108,23.13624678663239,4668
topic,cryptocurrency_control,6,central,101,21.63667523564696,4668
topic,cryptocurrency_control,7,financial,95,20.351328191945157,4668
topic,cryptocurrency_control,8,surveillance,90,19.28020565552699,4668
topic,cryptocurrency_control,9,design,80,17.13796058269066,4668
topic,cryptocurrency_control,10,evidence,72,15.424164524421593,4668
topic,cryptocurrency_control,11,cbdc,68,14.567266495287061,4668
topic,cryptocurrency_control,12,potential,53,11.353898886032562,4668
topic,cryptocurrency_control,13,digital,52,11.139674378748929,4668
topic,cryptocurrency_control,14,bank,51,10.925449871465295,4668
topic,cryptocurrency_control,15,currencies,50,10.711225364181663,4668
topic,cryptocurrency_control,16,banks,47,10.068551842330763,4668
topic,cryptocurrency_control,17,government,47,10.068551842330763,4668
topic,cryptocurrency_control,18,specific,45,9.640102827763496,4668
topic,cryptocurrency_control,19,designed,42,8.997429305912597,4668
topic,cryptocurrency_control,20,total,42,8.997429305912597,4668
topic,cryptocurrency_control,21,finances,38,8.140531276778063,4668
topic,cryptocurrency_control,22,historical,36,7.712082262210797,4668
topic,cryptocurrency_control,23,questions,36,7.712082262210797,4668
topic,cryptocurrency_control,24,personal,35,7.497857754927164,4668
topic,cryptocurrency_control,25,round,31,6.640959725792631,4668
topic,deep_state,1,ca,203,32.10501344298592,6323
topic,deep_state,2,sa,184,29.100110706942907,6323
topic,deep_state,3,policy,176,27.834888502293214,6323
topic,deep_state,4,deep,147,23.248458010438082,6323
topic,deep_state,5,state,147,23.248458010438082,6323
topic,deep_state,6,evidence,138,21.825083030207182,6323
topic,deep_state,7,control,129,20.40170804997628,6323
topic,deep_state,8,influence,95,15.024513680215088,6323
topic,deep_state,9,agents,73,11.545152617428435,6323
topic,deep_state,10,officials,68,10.754388739522378,6323
topic,deep_state,11,bureaucratic,67,10.596235963941167,6323
topic,deep_state,12,government,66,10.438083188359956,6323
topic,deep_state,13,elected,66,10.438083188359956,6323
topic,deep_state,14,agencies,65,10.279930412778745,6323
topic,deep_state,15,interests,64,10.121777637197534,6323
topic,deep_state,16,specific,61,9.647319310453899,6323
topic,deep_state,17,systemic,59,9.331013759291476,6323
topic,deep_state,18,intelligence,55,8.69840265696663,6323
topic,deep_state,19,questions,52,8.223944330222995,6323
topic,deep_state,20,proof,51,8.065791554641784,6323
topic,deep_state,21,argues,48,7.59133322789815,6323
topic,deep_state,22,consistent,45,7.116874901154516,6323
topic,deep_state,23,acknowledge,43,6.8005693499920925,6323
topic,deep_state,24,moves,42,6.6424165744108805,6323
topic,deep_state,25,detected,40,6.326111023248458,6323
topic,election_fraud,1,manipulation,191,36.02414183327046,5302
topic,election_fraud,2,ca,165,31.12033195020747,5302
topic,election_fraud,3,sa,146,27.536778574122973,5302
topic,election_fraud,4,voting,137,25.839305922293473,5302
topic,election_fraud,5,electronic,123,23.198792908336475,5302
topic,election_fraud,6,evidence,106,19.99245567710298,5302
topic,election_fraud,7,systems,79,14.900037721614485,5302
topic,election_fraud,8,election,72,13.579781214635986,5302
topic,election_fraud,9,machines,65,12.259524707657487,5302
topic,election_fraud,10,vulnerabilities,64,12.070916635231988,5302
topic,election_fraud,11,agents,54,10.18483591097699,5302
topic,election_fraud,12,potential,53,9.99622783855149,5302
topic,election_fraud,13,specific,51,9.619011693700491,5302
topic,election_fraud,14,anomalies,47,8.86457940399849,5302
topic,election_fraud,15,questions,45,8.487363259147491,5302
topic,election_fraud,16,security,44,8.298755186721992,5302
topic,election_fraud,17,elites,44,8.298755186721992,5302
topic,election_fraud,18,proof,41,7.732930969445492,5302
topic,election_fraud,19,transparency,40,7.544322897019993,5302
topic,election_fraud,20,acknowledge,38,7.167106752168992,5302
topic,election_fraud,21,powerful,38,7.167106752168992,5302
topic,election_fraud,22,argues,37,6.978498679743493,5302
topic,election_fraud,23,detected,36,6.789890607317993,5302
topic,election_fraud,24,epistemic,36,6.789890607317993,5302
topic,election_fraud,25,moves,35,6.601282534892493,5302
topic,federal_reserve,1,ca,145,25.686448184233836,5645
topic,federal_reserve,2,sa,139,24.62356067316209,5645
topic,federal_reserve,3,federal,139,24.62356067316209,5645
topic,federal_reserve,4,reserve,138,24.446412754650133,5645
topic,federal_reserve,5,fed,104,18.42338352524358,5645
topic,federal_reserve,6,structure,84,14.88042515500443,5645
topic,federal_reserve,7,economic,82,14.526129317980514,5645
topic,federal_reserve,8,evidence,81,14.348981399468556,5645
topic,federal_reserve,9,banks,72,12.754650132860938,5645
topic,federal_reserve,10,private,67,11.868910540301151,5645
topic,federal_reserve,11,agents,57,10.097431355181577,5645
topic,federal_reserve,12,policies,52,9.21169176262179,5645
topic,federal_reserve,13,specific,47,8.325952170062001,5645
topic,federal_reserve,14,questions,44,7.794508414526129,5645
topic,federal_reserve,15,manipulation,43,7.617360496014172,5645
topic,federal_reserve,16,citizens,42,7.440212577502215,5645
topic,federal_reserve,17,policy,42,7.440212577502215,5645
topic,federal_reserve,18,wealth,41,7.263064658990257,5645
topic,federal_reserve,19,institutions,40,7.085916740478299,5645
topic,federal_reserve,20,public,40,7.085916740478299,5645
topic,federal_reserve,21,detected,39,6.9087688219663415,5645
topic,federal_reserve,22,disagreements,39,6.9087688219663415,5645
topic,federal_reserve,23,moderator,39,6.9087688219663415,5645
topic,federal_reserve,24,moves,39,6.9087688219663415,5645
topic,federal_reserve,25,recap,39,6.9087688219663415,5645
topic,flat_earth,1,ca,151,33.660276415514936,4486
topic,flat_earth,2,earth,147,32.768613464110565,4486
topic,flat_earth,3,evidence,143,31.8769505127062,4486
topic,flat_earth,4,sa,117,26.081141328577797,4486
topic,flat_earth,5,space,103,22.960320998662507,4486
topic,flat_earth,6,agencies,81,18.056174765938476,4486
topic,flat_earth,7,spherical,69,15.381185911725368,4486
topic,flat_earth,8,data,59,13.152028533214445,4486
topic,flat_earth,9,deception,59,13.152028533214445,4486
topic,flat_earth,10,independent,58,12.929112795363352,4486
topic,flat_earth,11,model,55,12.260365581810076,4486
topic,flat_earth,12,agents,49,10.922871154703522,4486
topic,flat_earth,13,questions,46,10.254123941150246,4486
topic,flat_earth,14,flat,45,10.031208203299153,4486
topic,flat_earth,15,specific,38,8.470798038341506,4486
topic,flat_earth,16,satellite,38,8.470798038341506,4486
topic,flat_earth,17,shape,35,7.80205082478823,4486
topic,flat_earth,18,proof,34,7.5791350869371374,4486
topic,flat_earth,19,scientific,33,7.356219349086046,4486
topic,flat_earth,20,claim,32,7.133303611234953,4486
topic,flat_earth,21,epistemic,32,7.133303611234953,4486
topic,flat_earth,22,round,32,7.133303611234953,4486
topic,flat_earth,23,moderator,31,6.910387873383861,4486
topic,flat_earth,24,scores,31,6.910387873383861,4486
topic,flat_earth,25,detected,31,6.910387873383861,4486
topic,fluoride_water,1,fluoridation,207,36.13826815642458,5728
topic,fluoride_water,2,ca,199,34.74162011173184,5728
topic,fluoride_water,3,sa,173,30.202513966480446,5728
topic,fluoride_water,4,evidence,142,24.79050279329609,5728
topic,fluoride_water,5,water,138,24.092178770949722,5728
topic,fluoride_water,6,health,135,23.568435754189945,5728
topic,fluoride_water,7,control,96,16.75977653631285,5728
topic,fluoride_water,8,public,80,13.966480446927374,5728
topic,fluoride_water,9,agents,72,12.569832402234637,5728
topic,fluoride_water,10,potential,70,12.220670391061452,5728
topic,fluoride_water,11,population,56,9.776536312849162,5728
topic,fluoride_water,12,research,55,9.60195530726257,5728
topic,fluoride_water,13,questions,54,9.427374301675977,5728
topic,fluoride_water,14,effects,52,9.078212290502794,5728
topic,fluoride_water,15,fluoride,51,8.903631284916202,5728
topic,fluoride_water,16,dental,50,8.72905027932961,5728
topic,fluoride_water,17,specific,49,8.554469273743017,5728
topic,fluoride_water,18,acknowledge,46,8.03072625698324,5728
topic,fluoride_water,19,cognitive,46,8.03072625698324,5728
topic,fluoride_water,20,historical,40,6.983240223463687,5728
topic,fluoride_water,21,studies,39,6.808659217877095,5728
topic,fluoride_water,22,bridge,38,6.634078212290503,5728
topic,fluoride_water,23,scores,38,6.634078212290503,5728
topic,fluoride_water,24,scientific,38,6.634078212290503,5728
topic,fluoride_water,25,moves,38,6.634078212290503,5728
topic,food_additives,1,ca,176,33.421952145841246,5266
topic,food_additives,2,sa,159,30.19369540448158,5266
topic,food_additives,3,regulatory,136,25.826053930877325,5266
topic,food_additives,4,industry,123,23.35738701101405,5266
topic,food_additives,5,additives,111,21.078617546524878,5266
topic,food_additives,6,evidence,104,19.74933535890619,5266
topic,food_additives,7,approval,86,16.331181162172427,5266
topic,food_additives,8,food,85,16.14128370679833,5266
topic,food_additives,9,agencies,85,16.14128370679833,5266
topic,food_additives,10,potential,62,11.773642233194074,5266
topic,food_additives,11,influence,61,11.583744777819977,5266
topic,food_additives,12,process,57,10.824154956323586,5266
topic,food_additives,13,health,56,10.634257500949488,5266
topic,food_additives,14,agents,56,10.634257500949488,5266
topic,food_additives,15,harm,56,10.634257500949488,5266
topic,food_additives,16,specific,54,10.25446259020129,5266
topic,food_additives,17,harmful,51,9.684770224078997,5266
topic,food_additives,18,systemic,46,8.735282947208507,5266
topic,food_additives,19,acknowledge,45,8.54538549183441,5266
topic,food_additives,20,scientific,45,8.54538549183441,5266
topic,food_additives,21,questions,42,7.975693125712115,5266
topic,food_additives,22,public,41,7.785795670338017,5266
topic,food_additives,23,chronic,38,7.216103304215723,5266
topic,food_additives,24,argues,38,7.216103304215723,5266
topic,food_additives,25,additive,36,6.836308393467528,5266
topic,gmo_dangers,1,ca,189,32.463071109584334,5822
topic,gmo_dangers,2,sa,161,27.653727241497766,5822
topic,gmo_dangers,3,gmo,134,23.01614565441429,5822
topic,gmo_dangers,4,corporate,123,21.12676056338028,5822
topic,gmo_dangers,5,evidence,120,20.611473720371006,5822
topic,gmo_dangers,6,health,114,19.580900034352457,5822
topic,gmo_dangers,7,research,97,16.660941257299896,5822
topic,gmo_dangers,8,gmos,90,15.458605290278255,5822
topic,gmo_dangers,9,agents,67,11.508072827207146,5822
topic,gmo_dangers,10,harm,65,11.164548265200962,5822
topic,gmo_dangers,11,potential,63,10.82102370319478,5822
topic,gmo_dangers,12,specific,59,10.13397457918241,5822
topic,gmo_dangers,13,questions,49,8.416351769151495,5822
topic,gmo_dangers,14,acknowledge,46,7.901064926142219,5822
topic,gmo_dangers,15,cause,45,7.729302645139128,5822
topic,gmo_dangers,16,designed,45,7.729302645139128,5822
topic,gmo_dangers,17,argues,43,7.385778083132944,5822
topic,gmo_dangers,18,problems,41,7.042253521126761,5822
topic,gmo_dangers,19,studies,41,7.042253521126761,5822
topic,gmo_dangers,20,systemic,40,6.870491240123669,5822
topic,gmo_dangers,21,deliberately,40,6.870491240123669,5822
topic,gmo_dangers,22,foods,40,6.870491240123669,5822
topic,gmo_dangers,23,corporations,40,6.870491240123669,5822
topic,gmo_dangers,24,agriculture,39,6.698728959120577,5822
topic,gmo_dangers,25,round,38,6.5269666781174855,5822
topic,jfk_assassination,1,evidence,215,38.57886237215144,5573
topic,jfk_assassination,2,ca,169,30.324780190202762,5573
topic,jfk_assassination,3,sa,152,27.274358514265206,5573
topic,jfk_assassination,4,conspiracy,122,21.891261439081283,5573
topic,jfk_assassination,5,assassination,98,17.584783778934145,5573
topic,jfk_assassination,6,government,95,17.046474071415755,5573
topic,jfk_assassination,7,anomalies,84,15.072671810514983,5573
topic,jfk_assassination,8,agents,73,13.09886954961421,5573
topic,jfk_assassination,9,commission,66,11.84281356540463,5573
topic,jfk_assassination,10,warren,64,11.483940427059034,5573
topic,jfk_assassination,11,proof,56,10.048447873676656,5573
topic,jfk_assassination,12,specific,49,8.792391889467073,5573
topic,jfk_assassination,13,questions,47,8.433518751121479,5573
topic,jfk_assassination,14,kennedy,43,7.715772474430289,5573
topic,jfk_assassination,15,acknowledge,42,7.536335905257491,5573
topic,jfk_assassination,16,epistemic,39,6.998026197739099,5573
topic,jfk_assassination,17,moderator,39,6.998026197739099,5573
topic,jfk_assassination,18,detected,39,6.998026197739099,5573
topic,jfk_assassination,19,civility,39,6.998026197739099,5573
topic,jfk_assassination,20,scores,39,6.998026197739099,5573
topic,jfk_assassination,21,disagreements,39,6.998026197739099,5573
topic,jfk_assassination,22,agreements,39,6.998026197739099,5573
topic,jfk_assassination,23,recap,39,6.998026197739099,5573
topic,jfk_assassination,24,round,39,6.998026197739099,5573
topic,jfk_assassination,25,moves,39,6.998026197739099,5573
topic,moon_landing_hoax,1,evidence,147,32.44316927830501,4531
topic,moon_landing_hoax,2,ca,135,29.79474729640256,4531
topic,moon_landing_hoax,3,apollo,121,26.704921650849702,4531
topic,moon_landing_hoax,4,sa,112,24.718605164422865,4531
topic,moon_landing_hoax,5,anomalies,73,16.111233723239902,4531
topic,moon_landing_hoax,6,data,65,14.34561906863827,4531
topic,moon_landing_hoax,7,landings,64,14.124917236813065,4531
topic,moon_landing_hoax,8,moon,61,13.462811741337454,4531
topic,moon_landing_hoax,9,nasa,59,13.021408077687045,4531
topic,moon_landing_hoax,10,agents,58,12.800706245861841,4531
topic,moon_landing_hoax,11,missions,54,11.917898918561024,4531
topic,moon_landing_hoax,12,staged,48,10.5936879276098,4531
topic,moon_landing_hoax,13,questions,43,9.490178768483778,4531
topic,moon_landing_hoax,14,space,42,9.269476936658574,4531
topic,moon_landing_hoax,15,specific,42,9.269476936658574,4531
topic,moon_landing_hoax,16,race,39,8.607371441182961,4531
topic,moon_landing_hoax,17,inconsistencies,38,8.386669609357758,4531
topic,moon_landing_hoax,18,government,34,7.503862282056941,4531
topic,moon_landing_hoax,19,acknowledge,33,7.283160450231737,4531
topic,moon_landing_hoax,20,fabrication,32,7.0624586184065326,4531
topic,moon_landing_hoax,21,moves,31,6.841756786581328,4531
topic,moon_landing_hoax,22,explanations,31,6.841756786581328,4531
topic,moon_landing_hoax,23,bridge,31,6.841756786581328,4531
topic,moon_landing_hoax,24,recap,31,6.841756786581328,4531
topic,moon_landing_hoax,25,scores,31,6.841756786581328,4531
topic,mrna_vaccine_safety,1,ca,152,31.54181365428512,4819
topic,mrna_vaccine_safety,2,safety,140,29.051670471052084,4819
topic,mrna_vaccine_safety,3,sa,121,25.108943764266446,4819
topic,mrna_vaccine_safety,4,mrna,98,20.33616932973646,4819
topic,mrna_vaccine_safety,5,vaccines,97,20.128657397800374,4819
topic,mrna_vaccine_safety,6,vaccine,80,16.600954554886908,4819
topic,mrna_vaccine_safety,7,development,79,16.39344262295082,4819
topic,mrna_vaccine_safety,8,evidence,75,15.563394895206475,4819
topic,mrna_vaccine_safety,9,term,59,12.243203984229092,4819
topic,mrna_vaccine_safety,10,long,58,12.035692052293006,4819
topic,mrna_vaccine_safety,11,data,57,11.82818012035692,4819
topic,mrna_vaccine_safety,12,potential,54,11.205644324548661,4819
topic,mrna_vaccine_safety,13,efficacy,53,10.998132392612575,4819
topic,mrna_vaccine_safety,14,rapid,48,9.960572732932144,4819
topic,mrna_vaccine_safety,15,regulatory,45,9.338036937123885,4819
topic,mrna_vaccine_safety,16,agents,43,8.923013073251711,4819
topic,mrna_vaccine_safety,17,specific,42,8.715501141315626,4819
topic,mrna_vaccine_safety,18,concerns,41,8.50798920937954,4819
topic,mrna_vaccine_safety,19,questions,40,8.300477277443454,4819
topic,mrna_vaccine_safety,20,acknowledge,40,8.300477277443454,4819
topic,mrna_vaccine_safety,21,pharmaceutical,36,7.470429549699108,4819
topic,mrna_vaccine_safety,22,argues,35,7.262917617763021,4819
topic,mrna_vaccine_safety,23,epistemic,31,6.432869890018676,4819
topic,mrna_vaccine_safety,24,scores,31,6.432869890018676,4819
topic,mrna_vaccine_safety,25,recap,31,6.432869890018676,4819
topic,pearl_harbor,1,ca,176,31.38373751783167,5608
topic,pearl_harbor,2,sa,161,28.708987161198287,5608
topic,pearl_harbor,3,attack,149,26.56918687589158,5608
topic,pearl_harbor,4,evidence,134,23.894436519258203,5608
topic,pearl_harbor,5,harbor,121,21.57631954350927,5608
topic,pearl_harbor,6,pearl,121,21.57631954350927,5608
topic,pearl_harbor,7,government,91,16.22681883024251,5608
topic,pearl_harbor,8,intelligence,81,14.443651925820257,5608
topic,pearl_harbor,9,deliberate,76,13.552068473609129,5608
topic,pearl_harbor,10,failures,68,12.125534950071327,5608
topic,pearl_harbor,11,agents,65,11.59058487874465,5608
topic,pearl_harbor,12,specific,48,8.559201141226819,5608
topic,pearl_harbor,13,argues,47,8.380884450784594,5608
topic,pearl_harbor,14,anomalies,47,8.380884450784594,5608
topic,pearl_harbor,15,proof,47,8.380884450784594,5608
topic,pearl_harbor,16,prior,46,8.202567760342369,5608
topic,pearl_harbor,17,acknowledge,46,8.202567760342369,5608
topic,pearl_harbor,18,knowledge,45,8.024251069900142,5608
topic,pearl_harbor,19,questions,45,8.024251069900142,5608
topic,pearl_harbor,20,epistemic,41,7.310984308131241,5608
topic,pearl_harbor,21,moves,41,7.310984308131241,5608
topic,pearl_harbor,22,scores,40,7.132667617689016,5608
topic,pearl_harbor,23,round,40,7.132667617689016,5608
topic,pearl_harbor,24,agreements,40,7.132667617689016,5608
topic,pearl_harbor,25,disagreements,40,7.132667617689016,5608
topic,social_media_mind_control,1,manipulation,166,30.198289976350736,5497
topic,social_media_mind_control,2,ca,153,27.833363652901582,5497
topic,social_media_mind_control,3,sa,145,26.378024376932874,5497
topic,social_media_mind_control,4,evidence,125,22.739676187011096,5497
topic,social_media_mind_control,5,algorithms,115,20.92050209205021,5497
topic,social_media_mind_control,6,social,108,19.64708022557759,5497
topic,social_media_mind_control,7,media,106,19.28324540658541,5497
topic,social_media_mind_control,8,platforms,82,14.91722757867928,5497
topic,social_media_mind_control,9,user,81,14.73531016918319,5497
topic,social_media_mind_control,10,algorithmic,79,14.371475350191012,5497
topic,social_media_mind_control,11,beliefs,79,14.371475350191012,5497
topic,social_media_mind_control,12,engagement,79,14.371475350191012,5497
topic,social_media_mind_control,13,deliberate,74,13.46188830271057,5497
topic,social_media_mind_control,14,intent,72,13.098053483718392,5497
topic,social_media_mind_control,15,political,72,13.098053483718392,5497
topic,social_media_mind_control,16,specific,58,10.551209750773149,5497
topic,social_media_mind_control,17,profit,57,10.36929234127706,5497
topic,social_media_mind_control,18,agents,56,10.18737493178097,5497
topic,social_media_mind_control,19,psychology,51,9.277787884300528,5497
topic,social_media_mind_control,20,questions,47,8.550118246316172,5497
topic,social_media_mind_control,21,proof,46,8.368200836820083,5497
topic,social_media_mind_control,22,content,45,8.186283427323994,5497
topic,social_media_mind_control,23,argues,45,8.186283427323994,5497
topic,social_media_mind_control,24,design,44,8.004366017827905,5497
topic,social_media_mind_control,25,control,42,7.6405311988357285,5497
