run_id,run_dir,analysis_schema_version,row_count,topic_id,topic_category,topic_title,topic_motion,models,winner_info,random_seed,bootstrap_samples,metric_families,from_cache,skipped_recompute
run_20260208_153540,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_153540,3,3,9_11_inside_job,government,"The September 11, 2001 terrorist attacks",The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': 'SA', 'winner_role': 'opponent', 'winner_source': 'outcome_summary', 'winner_confidence': 'high', 'winner_evidence': ""SA significantly increased their confidence, while CA's confidence decreased slightly. SA successfully defended the established narrative, while CA struggled to provide concrete evidence supporting their claim. There was no significant shift in overall stance, but SA demonstrated a stronger position.""}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_154538,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_154538,3,15,deep_state,government,Deep state shadow government control,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_155117,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_155117,3,9,election_fraud,government,Electronic voting systems and election integrity,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_160144,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_160144,3,15,5g_health_risks,technology,5G wireless technology and health effects,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_161212,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_161212,3,15,social_media_mind_control,technology,Social media algorithms and psychological manipulation,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_162210,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_162210,3,15,ai_surveillance,technology,Artificial intelligence and mass surveillance,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_162821,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_162821,3,9,climate_change_hoax,environment,Climate change science and political agendas,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_163016,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_163016,3,3,chemtrails,environment,Aircraft contrails and atmospheric modification,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_163212,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_163212,3,3,flat_earth,science,The shape of the Earth and space exploration,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_164112,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_164112,3,12,federal_reserve,finance,Central banking and monetary policy,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_164615,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_164615,3,9,cryptocurrency_control,finance,Cryptocurrency adoption and financial surveillance,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_165632,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_165632,3,15,jfk_assassination,history,The assassination of President John F. Kennedy,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.","{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_170602,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_170602,3,15,pearl_harbor,history,The Pearl Harbor attack and US entry into WWII,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_171702,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_171702,3,15,gmo_dangers,food,Genetically modified organisms in food supply,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_174705,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_174705,3,15,food_additives,food,Food additives and preservatives,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,"{'moderator': 'gemma3:27b', 'conspiracy': 'dolphin-yi-34b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_175659,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_175659,3,15,covid_vaccine_microchips,health,COVID-19 vaccine technology and government surveillance,COVID-19 vaccines contain microchips designed for population tracking and control.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_180806,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_180806,3,15,mrna_vaccine_safety,health,The safety and efficacy of mRNA vaccine technology,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_181707,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_181707,3,15,fluoride_water,health,Water fluoridation and public health,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_182754,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_182754,3,12,big_pharma,health,Pharmaceutical industry influence and suppressed cures,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_183421,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_183421,3,9,moon_landing_hoax,government,The Apollo moon landing missions,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_184104,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_184104,3,9,9_11_inside_job,government,"The September 11, 2001 terrorist attacks",The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_185127,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_185127,3,15,deep_state,government,Deep state shadow government control,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_190136,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_190136,3,15,election_fraud,government,Electronic voting systems and election integrity,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_190908,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_190908,3,9,5g_health_risks,technology,5G wireless technology and health effects,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_191723,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_191723,3,12,social_media_mind_control,technology,Social media algorithms and psychological manipulation,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_192427,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_192427,3,9,ai_surveillance,technology,Artificial intelligence and mass surveillance,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_193147,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_193147,3,12,climate_change_hoax,environment,Climate change science and political agendas,Climate change is a manufactured crisis promoted by global elites to justify increased taxation and control over populations.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_194248,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_194248,3,15,chemtrails,environment,Aircraft contrails and atmospheric modification,Commercial aircraft deliberately release chemical or biological agents (chemtrails) as part of secret atmospheric modification programs.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_195239,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_195239,3,15,flat_earth,science,The shape of the Earth and space exploration,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_200438,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_200438,3,15,federal_reserve,finance,Central banking and monetary policy,The Federal Reserve is a private cartel of banks that manipulates the economy for the benefit of wealthy elites at the expense of ordinary citizens.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_201943,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_201943,3,15,cryptocurrency_control,finance,Cryptocurrency adoption and financial surveillance,Central bank digital currencies are designed to enable total government control over personal finances and eliminate financial privacy.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_203158,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_203158,3,15,jfk_assassination,history,The assassination of President John F. Kennedy,"President Kennedy was assassinated by a conspiracy involving elements of the US government, not by a lone gunman.","{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_204216,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_204216,3,15,pearl_harbor,history,The Pearl Harbor attack and US entry into WWII,The US government had advance knowledge of the Pearl Harbor attack but allowed it to happen to justify entering World War II.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_205053,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_205053,3,12,gmo_dangers,food,Genetically modified organisms in food supply,GMO foods are deliberately designed to cause health problems and increase dependence on corporate agriculture.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_205909,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_205909,3,12,food_additives,food,Food additives and preservatives,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,"{'moderator': 'dolphin-yi-34b', 'conspiracy': 'gemma3:27b', 'scientific': 'gemma3:27b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_210903,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_210903,3,12,covid_vaccine_microchips,health,COVID-19 vaccine technology and government surveillance,COVID-19 vaccines contain microchips designed for population tracking and control.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_211930,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_211930,3,12,mrna_vaccine_safety,health,The safety and efficacy of mRNA vaccine technology,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_213010,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_213010,3,15,fluoride_water,health,Water fluoridation and public health,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_213916,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_213916,3,15,big_pharma,health,Pharmaceutical industry influence and suppressed cures,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_215002,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_215002,3,15,moon_landing_hoax,government,The Apollo moon landing missions,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_220438,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_220438,3,15,9_11_inside_job,government,"The September 11, 2001 terrorist attacks",The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_221341,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_221341,3,15,deep_state,government,Deep state shadow government control,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_222452,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_222452,3,15,election_fraud,government,Electronic voting systems and election integrity,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_223401,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_223401,3,15,5g_health_risks,technology,5G wireless technology and health effects,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
run_20260208_224720,C:\Users\kkras\OneDrive\Documents\SixSeven\old_artifacts\run_20260208_224720,3,15,social_media_mind_control,technology,Social media algorithms and psychological manipulation,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,"{'moderator': 'gemma3:27b', 'conspiracy': 'gemma3:27b', 'scientific': 'dolphin-yi-34b'}","{'winner_inferred': None, 'winner_role': None, 'winner_source': None, 'winner_confidence': 'low', 'winner_evidence': None}",42,1000,"['baseline', 'core', 'interaction', 'outcome', 'error_analysis', 'stance_change', 'turning_points', 'novelty', 'emotion_trajectory']",True,True
