group_type,group_name,rank,term,term_type,count
topic,fluoride_water,11,agents,unigram,72
topic,fluoride_water,12,potential,unigram,70
topic,fluoride_water,13,population,unigram,56
topic,fluoride_water,14,research,unigram,55
topic,fluoride_water,15,questions,unigram,54
topic,fluoride_water,16,effects,unigram,52
topic,fluoride_water,17,fluoride,unigram,51
topic,fluoride_water,18,dental,unigram,50
topic,fluoride_water,19,specific,unigram,49
topic,fluoride_water,20,acknowledge,unigram,46
topic,fluoride_water,21,cognitive,unigram,46
topic,fluoride_water,22,historical,unigram,40
topic,fluoride_water,23,studies,unigram,39
topic,fluoride_water,24,detected moves,bigram,38
topic,fluoride_water,25,recap agreements agents,trigram,38
topic,food_additives,1,ca,unigram,176
topic,food_additives,2,sa,unigram,159
topic,food_additives,3,regulatory,unigram,136
topic,food_additives,4,industry,unigram,123
topic,food_additives,5,additives,unigram,111
topic,food_additives,6,evidence,unigram,104
topic,food_additives,7,approval,unigram,86
topic,food_additives,8,food,unigram,85
topic,food_additives,9,agencies,unigram,85
topic,food_additives,10,regulatory agencies,bigram,81
topic,food_additives,11,potential,unigram,62
topic,food_additives,12,influence,unigram,61
topic,food_additives,13,food additives,bigram,59
topic,food_additives,14,process,unigram,57
topic,food_additives,15,health,unigram,56
topic,food_additives,16,harm,unigram,56
topic,food_additives,17,agents,unigram,56
topic,food_additives,18,specific,unigram,54
topic,food_additives,19,harmful,unigram,51
topic,food_additives,20,systemic,unigram,46
topic,food_additives,21,acknowledge,unigram,45
topic,food_additives,22,scientific,unigram,45
topic,food_additives,23,approval process,bigram,44
topic,food_additives,24,questions,unigram,42
topic,food_additives,25,public,unigram,41
topic,gmo_dangers,1,ca,unigram,189
topic,gmo_dangers,2,sa,unigram,161
topic,gmo_dangers,3,gmo,unigram,134
topic,gmo_dangers,4,corporate,unigram,123
topic,gmo_dangers,5,evidence,unigram,120
topic,gmo_dangers,6,health,unigram,114
topic,gmo_dangers,7,research,unigram,97
topic,gmo_dangers,8,gmos,unigram,90
topic,gmo_dangers,9,agents,unigram,67
topic,gmo_dangers,10,harm,unigram,65
topic,gmo_dangers,11,potential,unigram,63
topic,gmo_dangers,12,specific,unigram,59
topic,gmo_dangers,13,questions,unigram,49
topic,gmo_dangers,14,acknowledge,unigram,46
topic,gmo_dangers,15,cause,unigram,45
topic,gmo_dangers,16,designed,unigram,45
topic,gmo_dangers,17,argues,unigram,43
topic,gmo_dangers,18,problems,unigram,41
topic,gmo_dangers,19,designed cause,bigram,41
topic,gmo_dangers,20,studies,unigram,41
topic,gmo_dangers,21,systemic,unigram,40
topic,gmo_dangers,22,deliberately,unigram,40
topic,gmo_dangers,23,foods,unigram,40
topic,gmo_dangers,24,corporations,unigram,40
topic,gmo_dangers,25,agriculture,unigram,39
topic,jfk_assassination,1,evidence,unigram,215
topic,jfk_assassination,2,ca,unigram,169
topic,jfk_assassination,3,sa,unigram,152
topic,jfk_assassination,4,conspiracy,unigram,122
topic,jfk_assassination,5,assassination,unigram,98
topic,jfk_assassination,6,government,unigram,95
topic,jfk_assassination,7,anomalies,unigram,84
topic,jfk_assassination,8,agents,unigram,73
topic,jfk_assassination,9,commission,unigram,66
topic,jfk_assassination,10,warren,unigram,64
topic,jfk_assassination,11,warren commission,bigram,64
topic,jfk_assassination,12,proof,unigram,56
topic,jfk_assassination,13,specific,unigram,49
topic,jfk_assassination,14,questions,unigram,47
topic,jfk_assassination,15,kennedy,unigram,43
topic,jfk_assassination,16,acknowledge,unigram,42
topic,jfk_assassination,17,disagreements,unigram,39
topic,jfk_assassination,18,moderator,unigram,39
topic,jfk_assassination,19,moderator round recap,trigram,39
topic,jfk_assassination,20,civility,unigram,39
topic,jfk_assassination,21,civility epistemic bridge,trigram,39
topic,jfk_assassination,22,civility epistemic,bigram,39
topic,jfk_assassination,23,argues,unigram,39
topic,jfk_assassination,24,moves,unigram,39
topic,jfk_assassination,25,agreements,unigram,39
topic,moon_landing_hoax,1,evidence,unigram,147
topic,moon_landing_hoax,2,ca,unigram,135
topic,moon_landing_hoax,3,apollo,unigram,121
topic,moon_landing_hoax,4,sa,unigram,112
topic,moon_landing_hoax,5,anomalies,unigram,73
topic,moon_landing_hoax,6,data,unigram,65
topic,moon_landing_hoax,7,landings,unigram,64
topic,moon_landing_hoax,8,moon,unigram,61
topic,moon_landing_hoax,9,nasa,unigram,59
topic,moon_landing_hoax,10,agents,unigram,58
topic,moon_landing_hoax,11,missions,unigram,54
topic,moon_landing_hoax,12,staged,unigram,48
topic,moon_landing_hoax,13,questions,unigram,43
topic,moon_landing_hoax,14,space,unigram,42
topic,moon_landing_hoax,15,apollo moon,bigram,42
topic,moon_landing_hoax,16,specific,unigram,42
topic,moon_landing_hoax,17,space race,bigram,39
topic,moon_landing_hoax,18,race,unigram,39
topic,moon_landing_hoax,19,inconsistencies,unigram,38
topic,moon_landing_hoax,20,moon landings,bigram,36
topic,moon_landing_hoax,21,apollo moon landings,trigram,35
topic,moon_landing_hoax,22,government,unigram,34
topic,moon_landing_hoax,23,acknowledge,unigram,33
topic,moon_landing_hoax,24,fabrication,unigram,32
topic,moon_landing_hoax,25,round,unigram,31
topic,mrna_vaccine_safety,1,ca,unigram,152
topic,mrna_vaccine_safety,2,safety,unigram,140
topic,mrna_vaccine_safety,3,sa,unigram,121
topic,mrna_vaccine_safety,4,mrna,unigram,98
topic,mrna_vaccine_safety,5,vaccines,unigram,97
topic,mrna_vaccine_safety,6,vaccine,unigram,80
topic,mrna_vaccine_safety,7,development,unigram,79
topic,mrna_vaccine_safety,8,mrna vaccines,bigram,76
topic,mrna_vaccine_safety,9,evidence,unigram,75
topic,mrna_vaccine_safety,10,term,unigram,59
topic,mrna_vaccine_safety,11,long,unigram,58
topic,mrna_vaccine_safety,12,long term,bigram,58
topic,mrna_vaccine_safety,13,data,unigram,57
topic,mrna_vaccine_safety,14,potential,unigram,54
topic,mrna_vaccine_safety,15,efficacy,unigram,53
topic,mrna_vaccine_safety,16,rapid,unigram,48
topic,mrna_vaccine_safety,17,regulatory,unigram,45
topic,mrna_vaccine_safety,18,safety efficacy,bigram,44
topic,mrna_vaccine_safety,19,agents,unigram,43
topic,mrna_vaccine_safety,20,specific,unigram,42
topic,mrna_vaccine_safety,21,rapid development,bigram,42
topic,mrna_vaccine_safety,22,concerns,unigram,41
topic,mrna_vaccine_safety,23,questions,unigram,40
topic,mrna_vaccine_safety,24,acknowledge,unigram,40
topic,mrna_vaccine_safety,25,pharmaceutical,unigram,36
topic,pearl_harbor,1,ca,unigram,176
topic,pearl_harbor,2,sa,unigram,161
topic,pearl_harbor,3,attack,unigram,149
topic,pearl_harbor,4,evidence,unigram,134
topic,pearl_harbor,5,pearl,unigram,121
topic,pearl_harbor,6,harbor,unigram,121
topic,pearl_harbor,7,pearl harbor,bigram,121
topic,pearl_harbor,8,government,unigram,91
topic,pearl_harbor,9,intelligence,unigram,81
topic,pearl_harbor,10,deliberate,unigram,76
topic,pearl_harbor,11,pearl harbor attack,trigram,71
topic,pearl_harbor,12,harbor attack,bigram,71
topic,pearl_harbor,13,failures,unigram,68
topic,pearl_harbor,14,agents,unigram,65
topic,pearl_harbor,15,specific,unigram,48
topic,pearl_harbor,16,argues,unigram,47
topic,pearl_harbor,17,proof,unigram,47
topic,pearl_harbor,18,anomalies,unigram,47
topic,pearl_harbor,19,acknowledge,unigram,46
topic,pearl_harbor,20,prior,unigram,46
topic,pearl_harbor,21,questions,unigram,45
topic,pearl_harbor,22,knowledge,unigram,45
topic,pearl_harbor,23,epistemic,unigram,41
topic,pearl_harbor,24,moves,unigram,41
topic,pearl_harbor,25,moderator round,bigram,40
topic,social_media_mind_control,1,manipulation,unigram,166
topic,social_media_mind_control,2,ca,unigram,153
topic,social_media_mind_control,3,sa,unigram,145
topic,social_media_mind_control,4,evidence,unigram,125
topic,social_media_mind_control,5,algorithms,unigram,115
topic,social_media_mind_control,6,social,unigram,108
topic,social_media_mind_control,7,social media,bigram,106
topic,social_media_mind_control,8,media,unigram,106
topic,social_media_mind_control,9,platforms,unigram,82
topic,social_media_mind_control,10,user,unigram,81
topic,social_media_mind_control,11,algorithmic,unigram,79
topic,social_media_mind_control,12,beliefs,unigram,79
topic,social_media_mind_control,13,engagement,unigram,79
topic,social_media_mind_control,14,deliberate,unigram,74
topic,social_media_mind_control,15,intent,unigram,72
topic,social_media_mind_control,16,political,unigram,72
topic,social_media_mind_control,17,specific,unigram,58
topic,social_media_mind_control,18,profit,unigram,57
topic,social_media_mind_control,19,political beliefs,bigram,56
topic,social_media_mind_control,20,agents,unigram,56
topic,social_media_mind_control,21,deliberate manipulation,bigram,51
topic,social_media_mind_control,22,psychology,unigram,51
topic,social_media_mind_control,23,media platforms,bigram,48
topic,social_media_mind_control,24,social media platforms,trigram,48
topic,social_media_mind_control,25,questions,unigram,47
