run_id,turn_index,confidence_delta_within_role,model_name,debate_role,abs_delta,is_turning_point
run_20260208_180806,11,3.0,gemma3:27b,opponent,3.0,0
run_20260208_180806,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_180806,14,2.0,gemma3:27b,opponent,2.0,0
run_20260208_181707,4,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_181707,5,1.0,gemma3:27b,opponent,1.0,0
run_20260208_181707,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_181707,8,2.0,gemma3:27b,opponent,2.0,0
run_20260208_181707,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_181707,11,5.0,gemma3:27b,opponent,5.0,1
run_20260208_181707,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_181707,14,2.0,gemma3:27b,opponent,2.0,0
run_20260208_182754,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_182754,5,5.0,gemma3:27b,opponent,5.0,1
run_20260208_182754,7,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_182754,8,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_182754,10,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_182754,11,25.0,gemma3:27b,opponent,25.0,1
run_20260208_183421,4,-15.0,gemma3:27b,proponent,15.0,1
run_20260208_183421,5,5.0,gemma3:27b,opponent,5.0,1
run_20260208_183421,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_183421,8,5.0,gemma3:27b,opponent,5.0,1
run_20260208_184104,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_184104,5,10.0,gemma3:27b,opponent,10.0,1
run_20260208_184104,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_184104,8,10.0,gemma3:27b,opponent,10.0,1
run_20260208_185127,4,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_185127,5,1.0,gemma3:27b,opponent,1.0,0
run_20260208_185127,7,-6.0,gemma3:27b,proponent,6.0,1
run_20260208_185127,8,1.0,gemma3:27b,opponent,1.0,0
run_20260208_185127,10,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_185127,11,6.0,gemma3:27b,opponent,6.0,1
run_20260208_185127,13,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_185127,14,4.0,gemma3:27b,opponent,4.0,0
run_20260208_190136,4,5.0,gemma3:27b,proponent,5.0,1
run_20260208_190136,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_190136,7,10.0,gemma3:27b,proponent,10.0,1
run_20260208_190136,8,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_190136,10,0.0,gemma3:27b,proponent,0.0,0
run_20260208_190136,11,10.0,gemma3:27b,opponent,10.0,1
run_20260208_190136,13,5.0,gemma3:27b,proponent,5.0,1
run_20260208_190136,14,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_190908,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_190908,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_190908,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_190908,8,35.0,gemma3:27b,opponent,35.0,1
run_20260208_191723,4,5.0,gemma3:27b,proponent,5.0,1
run_20260208_191723,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_191723,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_191723,8,10.0,gemma3:27b,opponent,10.0,1
run_20260208_191723,10,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_191723,11,10.0,gemma3:27b,opponent,10.0,1
run_20260208_192427,4,-15.0,gemma3:27b,proponent,15.0,1
run_20260208_192427,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_192427,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_192427,8,5.0,gemma3:27b,opponent,5.0,1
run_20260208_193147,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_193147,5,5.0,gemma3:27b,opponent,5.0,1
run_20260208_193147,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_193147,8,3.0,gemma3:27b,opponent,3.0,0
run_20260208_193147,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_193147,11,-6.0,gemma3:27b,opponent,6.0,1
run_20260208_194248,4,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_194248,5,2.0,gemma3:27b,opponent,2.0,0
run_20260208_194248,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_194248,8,1.0,gemma3:27b,opponent,1.0,0
run_20260208_194248,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_194248,11,1.0,gemma3:27b,opponent,1.0,0
run_20260208_194248,13,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_194248,14,2.0,gemma3:27b,opponent,2.0,0
run_20260208_195239,4,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_195239,5,2.0,gemma3:27b,opponent,2.0,0
run_20260208_195239,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_195239,8,2.0,gemma3:27b,opponent,2.0,0
run_20260208_195239,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_195239,11,1.0,gemma3:27b,opponent,1.0,0
run_20260208_195239,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_195239,14,35.0,gemma3:27b,opponent,35.0,1
run_20260208_200438,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_200438,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_200438,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_200438,8,2.0,gemma3:27b,opponent,2.0,0
run_20260208_200438,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_200438,11,3.0,gemma3:27b,opponent,3.0,0
run_20260208_200438,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_200438,14,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_201943,4,15.0,gemma3:27b,proponent,15.0,1
run_20260208_201943,5,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_201943,7,5.0,gemma3:27b,proponent,5.0,1
run_20260208_201943,8,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_201943,10,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_201943,11,15.0,gemma3:27b,opponent,15.0,1
run_20260208_201943,13,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_201943,14,5.0,gemma3:27b,opponent,5.0,1
run_20260208_203158,4,7.0,gemma3:27b,proponent,7.0,1
run_20260208_203158,5,-1.0,gemma3:27b,opponent,1.0,0
run_20260208_203158,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_203158,8,2.0,gemma3:27b,opponent,2.0,0
run_20260208_203158,10,10.0,gemma3:27b,proponent,10.0,1
run_20260208_203158,11,-2.0,gemma3:27b,opponent,2.0,0
run_20260208_203158,13,-12.0,gemma3:27b,proponent,12.0,1
run_20260208_203158,14,9.0,gemma3:27b,opponent,9.0,1
run_20260208_204216,4,5.0,gemma3:27b,proponent,5.0,1
run_20260208_204216,5,0.0,gemma3:27b,opponent,0.0,0
run_20260208_204216,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_204216,8,5.0,gemma3:27b,opponent,5.0,1
run_20260208_204216,10,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_204216,11,-5.0,gemma3:27b,opponent,5.0,1
run_20260208_204216,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_204216,14,5.0,gemma3:27b,opponent,5.0,1
run_20260208_205053,4,5.0,gemma3:27b,proponent,5.0,1
run_20260208_205053,5,-1.0,gemma3:27b,opponent,1.0,0
run_20260208_205053,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_205053,8,9.0,gemma3:27b,opponent,9.0,1
run_20260208_205053,10,-10.0,gemma3:27b,proponent,10.0,1
run_20260208_205053,11,2.0,gemma3:27b,opponent,2.0,0
run_20260208_205909,4,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_205909,5,1.0,gemma3:27b,opponent,1.0,0
run_20260208_205909,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_205909,8,2.0,gemma3:27b,opponent,2.0,0
run_20260208_205909,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_205909,11,2.0,gemma3:27b,opponent,2.0,0
run_20260208_210903,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_210903,5,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_210903,7,1.0,gemma3:27b,proponent,1.0,0
run_20260208_210903,8,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_210903,10,3.0,gemma3:27b,proponent,3.0,0
run_20260208_210903,11,18.0,dolphin-yi-34b,opponent,18.0,1
run_20260208_211930,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_211930,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_211930,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_211930,8,14.0,dolphin-yi-34b,opponent,14.0,1
run_20260208_211930,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_211930,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213010,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_213010,5,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213010,7,2.0,gemma3:27b,proponent,2.0,0
run_20260208_213010,8,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213010,10,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_213010,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213010,13,1.0,gemma3:27b,proponent,1.0,0
run_20260208_213010,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213916,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_213916,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213916,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_213916,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213916,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_213916,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_213916,13,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_213916,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_215002,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_215002,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_215002,7,1.0,gemma3:27b,proponent,1.0,0
run_20260208_215002,8,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_215002,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_215002,11,3.0,dolphin-yi-34b,opponent,3.0,0
run_20260208_215002,13,2.0,gemma3:27b,proponent,2.0,0
run_20260208_215002,14,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_220438,4,1.0,gemma3:27b,proponent,1.0,0
run_20260208_220438,5,15.0,dolphin-yi-34b,opponent,15.0,1
run_20260208_220438,7,4.0,gemma3:27b,proponent,4.0,0
run_20260208_220438,8,-3.0,dolphin-yi-34b,opponent,3.0,0
run_20260208_220438,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_220438,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_220438,13,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_220438,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_221341,4,3.0,gemma3:27b,proponent,3.0,0
run_20260208_221341,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_221341,7,2.0,gemma3:27b,proponent,2.0,0
run_20260208_221341,8,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_221341,10,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_221341,11,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260208_221341,13,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_221341,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_222452,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_222452,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_222452,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_222452,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_222452,10,29.0,gemma3:27b,proponent,29.0,1
run_20260208_222452,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_222452,13,3.0,gemma3:27b,proponent,3.0,0
run_20260208_222452,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_223401,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_223401,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_223401,7,-3.0,gemma3:27b,proponent,3.0,0
run_20260208_223401,8,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_223401,10,-4.0,gemma3:27b,proponent,4.0,0
run_20260208_223401,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_223401,13,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_223401,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_224720,4,3.0,gemma3:27b,proponent,3.0,0
run_20260208_224720,5,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_224720,7,4.0,gemma3:27b,proponent,4.0,0
run_20260208_224720,8,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_224720,10,6.0,gemma3:27b,proponent,6.0,1
run_20260208_224720,11,17.0,dolphin-yi-34b,opponent,17.0,1
run_20260208_224720,13,7.0,gemma3:27b,proponent,7.0,1
run_20260208_224720,14,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_225610,4,3.0,gemma3:27b,proponent,3.0,0
run_20260208_225610,5,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_225610,7,1.0,gemma3:27b,proponent,1.0,0
run_20260208_225610,8,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_225610,10,1.0,gemma3:27b,proponent,1.0,0
run_20260208_225610,11,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_225610,13,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_225610,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_230757,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_230757,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_230757,7,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_230757,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_230757,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_230757,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_230757,13,16.0,gemma3:27b,proponent,16.0,1
run_20260208_230757,14,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_232003,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_232003,5,15.0,dolphin-yi-34b,opponent,15.0,1
run_20260208_232003,7,-1.0,gemma3:27b,proponent,1.0,0
run_20260208_232003,8,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_232003,10,2.0,gemma3:27b,proponent,2.0,0
run_20260208_232003,11,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_232003,13,-4.0,gemma3:27b,proponent,4.0,0
run_20260208_232003,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_233447,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_233447,5,15.0,dolphin-yi-34b,opponent,15.0,1
run_20260208_233447,7,2.0,gemma3:27b,proponent,2.0,0
run_20260208_233447,8,-3.0,dolphin-yi-34b,opponent,3.0,0
run_20260208_233447,10,2.0,gemma3:27b,proponent,2.0,0
run_20260208_233447,11,-3.0,dolphin-yi-34b,opponent,3.0,0
run_20260208_233447,13,1.0,gemma3:27b,proponent,1.0,0
run_20260208_233447,14,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_234249,4,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_234249,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_234249,7,1.0,gemma3:27b,proponent,1.0,0
run_20260208_234249,8,24.0,dolphin-yi-34b,opponent,24.0,1
run_20260208_235331,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260208_235331,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_235331,7,1.0,gemma3:27b,proponent,1.0,0
run_20260208_235331,8,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260208_235331,10,-2.0,gemma3:27b,proponent,2.0,0
run_20260208_235331,11,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260208_235331,13,1.0,gemma3:27b,proponent,1.0,0
run_20260208_235331,14,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_000422,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_000422,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_000422,7,2.0,gemma3:27b,proponent,2.0,0
run_20260209_000422,8,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_000422,10,2.0,gemma3:27b,proponent,2.0,0
run_20260209_000422,11,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_000422,13,-1.0,gemma3:27b,proponent,1.0,0
run_20260209_000422,14,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_001549,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_001549,5,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_001549,7,1.0,gemma3:27b,proponent,1.0,0
run_20260209_001549,8,-2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_001549,10,-3.0,gemma3:27b,proponent,3.0,0
run_20260209_001549,11,2.0,dolphin-yi-34b,opponent,2.0,0
run_20260209_001549,13,-2.0,gemma3:27b,proponent,2.0,0
run_20260209_001549,14,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_002606,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_002606,5,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_002606,7,1.0,gemma3:27b,proponent,1.0,0
run_20260209_002606,8,1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_002606,10,2.0,gemma3:27b,proponent,2.0,0
run_20260209_002606,11,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_002606,13,1.0,gemma3:27b,proponent,1.0,0
run_20260209_002606,14,-1.0,dolphin-yi-34b,opponent,1.0,0
run_20260209_003339,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_003339,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_003339,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_003339,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_003339,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_003339,11,31.0,gemma3:27b,opponent,31.0,1
run_20260209_004319,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_004319,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_004319,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_004319,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_004319,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_004319,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_004319,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_004319,14,6.0,gemma3:27b,opponent,6.0,1
run_20260209_005159,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005159,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_005159,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005159,8,0.0,gemma3:27b,opponent,0.0,0
run_20260209_005159,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005159,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_005159,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005159,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_005727,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005727,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_005727,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_005727,8,23.0,gemma3:27b,opponent,23.0,1
run_20260209_010259,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_010259,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_010259,7,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_010259,8,33.0,gemma3:27b,opponent,33.0,1
run_20260209_011246,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_011246,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_011246,7,0.0,dolphin-yi-34b,proponent,0.0,0
run_20260209_011246,8,0.0,gemma3:27b,opponent,0.0,0
run_20260209_011246,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_011246,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_011246,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_011246,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_012111,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012111,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_012111,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012111,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_012111,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012111,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_012111,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012111,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_012644,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012644,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_012644,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_012644,8,27.0,gemma3:27b,opponent,27.0,1
run_20260209_013459,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_013459,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_013459,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_013459,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_013459,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_013459,11,33.0,gemma3:27b,opponent,33.0,1
run_20260209_014052,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_014052,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_014052,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_014052,8,27.0,gemma3:27b,opponent,27.0,1
run_20260209_015011,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015011,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_015011,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015011,8,0.0,gemma3:27b,opponent,0.0,0
run_20260209_015011,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015011,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_015011,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015011,14,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_015734,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015734,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_015734,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015734,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_015734,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_015734,11,21.0,gemma3:27b,opponent,21.0,1
run_20260209_020547,4,-2.0,dolphin-yi-34b,proponent,2.0,0
run_20260209_020547,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_020547,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_020547,8,-3.0,gemma3:27b,opponent,3.0,0
run_20260209_020547,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_020547,11,30.0,gemma3:27b,opponent,30.0,1
run_20260209_021456,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_021456,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_021456,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_021456,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_021456,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_021456,11,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_021456,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_021456,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_022434,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_022434,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_022434,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_022434,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_022434,10,-4.0,dolphin-yi-34b,proponent,4.0,0
run_20260209_022434,11,3.0,gemma3:27b,opponent,3.0,0
run_20260209_022434,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_022434,14,5.0,gemma3:27b,opponent,5.0,1
run_20260209_023022,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023022,5,0.0,gemma3:27b,opponent,0.0,0
run_20260209_023022,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023022,8,25.0,gemma3:27b,opponent,25.0,1
run_20260209_023906,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023906,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_023906,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023906,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_023906,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023906,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_023906,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_023906,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_024743,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_024743,5,-2.0,gemma3:27b,opponent,2.0,0
run_20260209_024743,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_024743,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_024743,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_024743,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_024743,13,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_024743,14,2.0,gemma3:27b,opponent,2.0,0
run_20260209_025602,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_025602,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_025602,7,-4.0,dolphin-yi-34b,proponent,4.0,0
run_20260209_025602,8,3.0,gemma3:27b,opponent,3.0,0
run_20260209_025602,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_025602,11,2.0,gemma3:27b,opponent,2.0,0
run_20260209_025602,13,-4.0,dolphin-yi-34b,proponent,4.0,0
run_20260209_025602,14,3.0,gemma3:27b,opponent,3.0,0
run_20260209_030331,4,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_030331,5,2.0,gemma3:27b,opponent,2.0,0
run_20260209_030331,7,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_030331,8,2.0,gemma3:27b,opponent,2.0,0
run_20260209_030331,10,-3.0,dolphin-yi-34b,proponent,3.0,0
run_20260209_030331,11,21.0,gemma3:27b,opponent,21.0,1
run_20260209_031020,4,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_031020,5,0.0,dolphin-yi-34b,opponent,0.0,0
run_20260209_031020,7,-15.0,gemma3:27b,proponent,15.0,1
run_20260209_031020,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_032052,4,-5.0,gemma3:27b,proponent,5.0,1
run_20260209_032052,5,25.0,dolphin-yi-34b,opponent,25.0,1
run_20260209_032052,7,-10.0,gemma3:27b,proponent,10.0,1
run_20260209_032052,8,5.0,dolphin-yi-34b,opponent,5.0,1
run_20260209_032052,10,-10.0,gemma3:27b,proponent,10.0,1
