group_type,group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
model_role,gemma3:27b::opponent,30,requires stronger,0.009480289609772298,0.00023180000653633603,0.009248489603235962
model_role,gemma3:27b::proponent,1,insistence,0.03748984271063837,0.00010413784270510957,0.03738570486793326
model_role,gemma3:27b::proponent,2,scientific agent,0.02981062224027641,0.0003322401604849473,0.029478382079791463
model_role,gemma3:27b::proponent,3,agent,0.02911985562321747,0.0009235695130428014,0.02819628611017467
model_role,gemma3:27b::proponent,4,isn,0.025692696029686907,0.0014389767283734627,0.024253719301313443
model_role,gemma3:27b::proponent,5,ignores,0.02473183312052891,0.0028081956307295475,0.021923637489799364
model_role,gemma3:27b::proponent,6,pattern,0.0287154811472681,0.007016817101914109,0.02169866404535399
model_role,gemma3:27b::proponent,7,scientific,0.026953414646105924,0.008486192304658673,0.01846722234144725
model_role,gemma3:27b::proponent,8,conveniently,0.014547960236017203,0.0,0.014547960236017203
model_role,gemma3:27b::proponent,9,creating,0.014576209732487027,0.0004226852780024429,0.014153524454484584
model_role,gemma3:27b::proponent,10,consistent,0.018277278367574784,0.004655340350237717,0.013621938017337066
model_role,gemma3:27b::proponent,11,coupled,0.012952793415748117,0.0,0.012952793415748117
model_role,gemma3:27b::proponent,12,consistently,0.013746395291066103,0.001757230398701834,0.01198916489236427
model_role,gemma3:27b::proponent,13,documented,0.013626834083117066,0.0017378084699853657,0.011889025613131701
model_role,gemma3:27b::proponent,14,continued,0.01174895336550815,0.0005624342533771478,0.011186519112131001
model_role,gemma3:27b::proponent,15,agent insistence,0.010571535212201319,0.0,0.010571535212201319
model_role,gemma3:27b::proponent,16,aren,0.010770124666738858,0.00048476778966744427,0.010285356877071413
model_role,gemma3:27b::proponent,17,narrative,0.01661328588457935,0.006355304064418007,0.010257981820161341
model_role,gemma3:27b::proponent,18,demand,0.01172449612518494,0.001537395845789981,0.01018710027939496
model_role,gemma3:27b::proponent,19,conveniently ignores,0.010160978545667337,0.0,0.010160978545667337
model_role,gemma3:27b::proponent,20,persistent,0.011402476797841182,0.001391558723826011,0.010010918074015171
model_role,gemma3:27b::proponent,21,dismissal,0.011777761044287056,0.0020276883266538586,0.009750072717633198
model_role,gemma3:27b::proponent,22,strongly,0.009658120798552971,0.00015871365004109668,0.009499407148511874
model_role,gemma3:27b::proponent,23,genuine,0.01211882796144896,0.002695976932022815,0.009422851029426145
model_role,gemma3:27b::proponent,24,surrounding,0.011286996079680343,0.0019543453796643908,0.009332650700015953
model_role,gemma3:27b::proponent,25,suggesting,0.010696238657227948,0.0016601938962302137,0.009036044760997734
model_role,gemma3:27b::proponent,26,agent continued,0.008951358428692883,4.210652576916433e-05,0.008909251902923718
model_role,gemma3:27b::proponent,27,anomalies,0.02029870413680426,0.012042453429285505,0.008256250707518755
model_role,gemma3:27b::proponent,28,misses,0.0079487829526224,5.1889333033543916e-05,0.007896893619588856
model_role,gemma3:27b::proponent,29,power,0.01183270923031848,0.0040334715351613044,0.007799237695157175
model_role,gemma3:27b::proponent,30,isolated,0.00874924237245592,0.0014711554695930995,0.00727808690286282
topic,5g_health_risks,1,5g,0.1453410178593713,0.0,0.1453410178593713
topic,5g_health_risks,2,safety,0.06316596390901613,0.007287167297608395,0.05587879661140774
topic,5g_health_risks,3,health,0.06340093834878974,0.011772131575871205,0.051628806772918534
topic,5g_health_risks,4,networks,0.04333583251865417,6.477971933658342e-05,0.04327105279931759
topic,5g_health_risks,5,5g technology,0.04321933221765094,0.0,0.04321933221765094
topic,5g_health_risks,6,deployment,0.04286341464136233,0.0022412654644739863,0.04062214917688834
topic,5g_health_risks,7,technology,0.04053744730043392,0.0031542258767543823,0.03738322142367954
topic,5g_health_risks,8,health risks,0.03308503969929487,0.0001487157593273124,0.03293632393996756
topic,5g_health_risks,9,5g networks,0.0325169827005033,0.0,0.0325169827005033
topic,5g_health_risks,10,risks,0.03341108733641497,0.0025559896663151856,0.030855097670099786
topic,5g_health_risks,11,deployment 5g,0.0304747962103416,0.0,0.0304747962103416
topic,5g_health_risks,12,telecom,0.028230259567208982,0.0,0.028230259567208982
topic,5g_health_risks,13,wireless,0.026597349310506946,0.0,0.026597349310506946
topic,5g_health_risks,14,industry,0.034583029669831754,0.00828586732851419,0.026297162341317563
topic,5g_health_risks,15,public,0.033575007846384286,0.009487823452695679,0.024087184393688607
topic,5g_health_risks,16,effects,0.02792304290611238,0.004512176359717655,0.023410866546394727
topic,5g_health_risks,17,rollout,0.025175474822659978,0.0019316487524443772,0.0232438260702156
topic,5g_health_risks,18,telecom companies,0.02224787856457071,0.0,0.02224787856457071
topic,5g_health_risks,19,reported,0.022079436926611243,0.0011871867523642963,0.020892250174246948
topic,5g_health_risks,20,public safety,0.021272987744897744,0.0005822224229557808,0.020690765321941963
topic,5g_health_risks,21,symptoms,0.019791147288186244,4.2994144118514854e-05,0.01974815314406773
topic,5g_health_risks,22,5g deployment,0.019561225579317228,0.0,0.019561225579317228
topic,5g_health_risks,23,potential health,0.019605738916489715,7.234113914314001e-05,0.019533397777346573
topic,5g_health_risks,24,profit,0.028077677250379917,0.008969672590871423,0.019108004659508494
topic,5g_health_risks,25,studies,0.02288959294571449,0.004019262359216176,0.018870330586498313
topic,5g_health_risks,26,profit public,0.019820696235080232,0.0012672740077883137,0.018553422227291918
topic,5g_health_risks,27,downplaying,0.019911129140646612,0.001646252309144323,0.01826487683150229
topic,5g_health_risks,28,biological,0.019387484811844984,0.0017119393039244154,0.017675545507920568
topic,5g_health_risks,29,problems,0.019069099755795335,0.0020503102547956135,0.01701878950099972
topic,5g_health_risks,30,rollout 5g,0.016845904249661318,0.0,0.016845904249661318
topic,9_11_inside_job,1,11,0.11956589380163005,6.976819743163303e-05,0.11949612560419841
topic,9_11_inside_job,2,attacks,0.07936952614871126,0.00017968820622805493,0.0791898379424832
topic,9_11_inside_job,3,11 attacks,0.05860364084538996,0.0,0.05860364084538996
topic,9_11_inside_job,4,official,0.056017607964189794,0.0034582770228994792,0.05255933094129032
topic,9_11_inside_job,5,narrative,0.054802550113376494,0.0059545936629740335,0.04884795645040246
topic,9_11_inside_job,6,official narrative,0.0446186793746342,0.002058853272695149,0.04255982610193905
topic,9_11_inside_job,7,collapse,0.03994907797558139,3.984332902573686e-05,0.03990923464655566
topic,9_11_inside_job,8,pre,0.037138091410280974,0.0016763171440435688,0.03546177426623741
topic,9_11_inside_job,9,orchestration,0.035500446174861845,0.0010274088891077827,0.034473037285754064
topic,9_11_inside_job,10,inconsistencies,0.03534473170831866,0.0030930148969813558,0.0322517168113373
topic,9_11_inside_job,11,narrative 11,0.030208434290535793,0.0,0.030208434290535793
topic,9_11_inside_job,12,cover,0.030717964811593616,0.0031384919498831714,0.027579472861710443
topic,9_11_inside_job,13,wtc,0.02707781870778984,0.0,0.02707781870778984
topic,9_11_inside_job,14,investigation,0.03063278740637107,0.004067248891720901,0.02656553851465017
topic,9_11_inside_job,15,failures,0.0296877187784132,0.0040590481567421375,0.02562867062167106
topic,9_11_inside_job,16,government,0.03548181125608814,0.012935493884190491,0.022546317371897648
topic,9_11_inside_job,17,building,0.02207583764409532,0.0,0.02207583764409532
topic,9_11_inside_job,18,unanswered,0.0214723696171011,3.749023660146516e-05,0.021434879380499636
topic,9_11_inside_job,19,unanswered questions,0.0214723696171011,3.749023660146516e-05,0.021434879380499636
topic,9_11_inside_job,20,11 narrative,0.02044200628095216,0.0,0.02044200628095216
topic,9_11_inside_job,21,government orchestration,0.018659812740744013,0.0,0.018659812740744013
topic,9_11_inside_job,22,anomalies,0.030860816266616804,0.012668986060671433,0.01819183020594537
topic,9_11_inside_job,23,false flag,0.017365677620067153,0.0,0.017365677620067153
topic,9_11_inside_job,24,official 11,0.016348404625252732,0.0,0.016348404625252732
topic,9_11_inside_job,25,opportunity,0.016875126974973852,0.0007490397975875987,0.016126087177386252
topic,9_11_inside_job,26,surrounding 11,0.01609869967703384,0.0,0.01609869967703384
topic,9_11_inside_job,27,events,0.018261879554903396,0.002375233125940207,0.01588664642896319
topic,9_11_inside_job,28,flag,0.01570069281582185,0.0004495571093964386,0.015251135706425412
topic,9_11_inside_job,29,military,0.015795473266571415,0.0006393490821769814,0.015156124184394434
topic,9_11_inside_job,30,collapse building,0.015111584478385839,0.0,0.015111584478385839
topic,ai_surveillance,1,ai,0.1053246983187868,2.4671882681371915e-05,0.10530002643610542
topic,ai_surveillance,2,surveillance,0.10965200183995108,0.006715740505215746,0.10293626133473534
topic,ai_surveillance,3,ai surveillance,0.09029150126087009,0.0,0.09029150126087009
topic,ai_surveillance,4,plan,0.07041338904317522,0.0003981605837720241,0.0700152284594032
topic,ai_surveillance,5,coordinated,0.07168050440080803,0.002745381198601872,0.06893512320220616
topic,ai_surveillance,6,coordinated plan,0.056099498033600766,6.145690734400556e-05,0.05603804112625676
topic,ai_surveillance,7,control,0.06529734791065898,0.01527750716885684,0.05001984074180214
topic,ai_surveillance,8,total,0.05115582352211752,0.0018442485712416188,0.0493115749508759
topic,ai_surveillance,9,systems,0.05346670669978849,0.004506193237665664,0.04896051346212282
topic,ai_surveillance,10,total population,0.04887187290725629,0.0,0.04887187290725629
topic,ai_surveillance,11,surveillance systems,0.048199380602014306,0.00013985803727869608,0.04805952256473561
topic,ai_surveillance,12,plan total,0.04080087107579086,0.0,0.04080087107579086
topic,ai_surveillance,13,global,0.044117225774762174,0.0034496952687052148,0.04066753050605696
topic,ai_surveillance,14,population,0.041733791848704536,0.004045940894426728,0.03768785095427781
topic,ai_surveillance,15,deployment,0.0368134463707644,0.00228235142827503,0.03453109494248937
topic,ai_surveillance,16,expansion,0.03262700719608851,0.0003940397835954625,0.03223296741249305
topic,ai_surveillance,17,deployment ai,0.03036867641662593,0.0,0.03036867641662593
topic,ai_surveillance,18,security,0.0340410416144845,0.004025363654362248,0.03001567796012225
topic,ai_surveillance,19,population control,0.02924444554625343,0.0011369148820063908,0.028107530664247038
topic,ai_surveillance,20,monitoring,0.025129288099393406,0.0007987832342155667,0.02433050486517784
topic,ai_surveillance,21,population monitoring,0.024239977783309805,0.0,0.024239977783309805
topic,ai_surveillance,22,monitoring control,0.02342509837455924,0.0,0.02342509837455924
topic,ai_surveillance,23,global deployment,0.022440533902933827,0.0,0.022440533902933827
topic,ai_surveillance,24,powered surveillance,0.02229627773265836,0.0,0.02229627773265836
topic,ai_surveillance,25,ai powered,0.02229627773265836,0.0,0.02229627773265836
topic,ai_surveillance,26,powered,0.02229627773265836,0.0,0.02229627773265836
topic,ai_surveillance,27,hidden,0.02232315295143323,0.0019392365230559297,0.0203839164283773
topic,ai_surveillance,28,coordination,0.01996490408769016,0.000502357635059685,0.019462546452630475
topic,ai_surveillance,29,adoption,0.018954941153072384,0.0004929072588198415,0.018462033894252543
topic,ai_surveillance,30,globally,0.018497622839478457,0.000531354509216097,0.01796626833026236
topic,big_pharma,1,pharmaceutical,0.10762644412690642,0.001910402238580603,0.10571604188832581
topic,big_pharma,2,cures,0.09551718487444208,0.0,0.09551718487444208
topic,big_pharma,3,suppression,0.07477223088029186,0.0024657860198471194,0.07230644486044474
topic,big_pharma,4,profit,0.07268499449274501,0.006527730433922122,0.0661572640588229
topic,big_pharma,5,companies,0.0687509714538679,0.003266036593350408,0.06548493486051749
topic,big_pharma,6,pharmaceutical companies,0.06330984289811485,0.001100501731640371,0.06220934116647448
topic,big_pharma,7,treatments,0.056973176568231886,0.0,0.056973176568231886
topic,big_pharma,8,effective,0.05226482632424282,0.0006647895769318101,0.051600036747311014
topic,big_pharma,9,pharmaceutical industry,0.050088995175599345,0.00031341049801282593,0.04977558467758652
topic,big_pharma,10,effective cures,0.04358092902520184,0.0,0.04358092902520184
topic,big_pharma,11,cheap,0.0382811734046087,0.0,0.0382811734046087
topic,big_pharma,12,suppress,0.03457925926424344,0.0004247668197263921,0.03415449244451705
topic,big_pharma,13,cheap effective,0.034007858662091286,0.0,0.034007858662091286
topic,big_pharma,14,drug,0.03286456062452384,0.0,0.03286456062452384
topic,big_pharma,15,patient,0.03182237744699554,0.0,0.03182237744699554
topic,big_pharma,16,industry,0.038959204581727185,0.007971729242103542,0.030987475339623642
topic,big_pharma,17,patient welfare,0.030135743439437545,0.0,0.030135743439437545
topic,big_pharma,18,profit patient,0.029688666235880724,0.0,0.029688666235880724
topic,big_pharma,19,expensive,0.02959363176294542,7.729125281769125e-05,0.02951634051012773
topic,big_pharma,20,welfare,0.028412680074520472,0.0003918008431252757,0.028020879231395197
topic,big_pharma,21,drug development,0.026803547087046836,0.0,0.026803547087046836
topic,big_pharma,22,expensive treatments,0.024344003902498704,0.0,0.024344003902498704
topic,big_pharma,23,dzodzi,0.023764568948597752,0.0,0.023764568948597752
topic,big_pharma,24,research,0.031450122664385995,0.008468102317667207,0.022982020346718788
topic,big_pharma,25,companies suppress,0.022704216662276688,0.0,0.022704216662276688
topic,big_pharma,26,suppress cheap,0.022137121260480314,0.0,0.022137121260480314
topic,big_pharma,27,development,0.025946513271391115,0.0055267279471405955,0.020419785324250518
topic,big_pharma,28,therapies,0.019834189011780176,0.0,0.019834189011780176
topic,big_pharma,29,case,0.02065423395938946,0.0010101131930251614,0.0196441207663643
topic,big_pharma,30,potential cures,0.018976845815633785,0.0,0.018976845815633785
topic,chemtrails,1,atmospheric,0.14480773582154763,0.00043054944251853073,0.1443771863790291
topic,chemtrails,2,modification,0.0926852327849868,0.00019108184385387394,0.09249415094113293
topic,chemtrails,3,atmospheric modification,0.087014563861626,0.0,0.087014563861626
topic,chemtrails,4,secret,0.06521577922691352,0.0001687017103756446,0.06504707751653788
topic,chemtrails,5,programs,0.061853257274116245,0.0005830028081550686,0.061270254465961176
topic,chemtrails,6,contrails,0.059006487347223704,0.0,0.059006487347223704
topic,chemtrails,7,secret atmospheric,0.0588943464221015,0.0,0.0588943464221015
topic,chemtrails,8,aircraft,0.05612126182104854,0.0,0.05612126182104854
topic,chemtrails,9,commercial,0.05388956905630923,0.00020100505501058512,0.05368856400129865
topic,chemtrails,10,commercial aircraft,0.053024385766042195,0.0,0.053024385766042195
topic,chemtrails,11,modification programs,0.05292492858850483,0.0,0.05292492858850483
topic,chemtrails,12,phenomena,0.04150828878786136,0.001565869651627933,0.03994241913623343
topic,chemtrails,13,chemical,0.038705956583949694,0.0,0.038705956583949694
topic,chemtrails,14,contrail,0.03758746789818619,0.0,0.03758746789818619
topic,chemtrails,15,chemical biological,0.036605863536006956,0.0,0.036605863536006956
topic,chemtrails,16,biological agents,0.036605863536006956,0.0,0.036605863536006956
topic,chemtrails,17,release chemical,0.03353533514384081,0.0,0.03353533514384081
topic,chemtrails,18,natural,0.03438350123608698,0.0009800455009715352,0.033403455735115446
topic,chemtrails,19,aircraft deliberately,0.031326367735932587,0.0,0.031326367735932587
topic,chemtrails,20,deliberately release,0.031326367735932587,0.0,0.031326367735932587
topic,chemtrails,21,biological,0.032107103691263066,0.001167239616145782,0.030939864075117285
topic,chemtrails,22,release,0.030344427797877115,0.001094468565566533,0.029249959232310583
topic,chemtrails,23,agents secret,0.027987381604596333,0.0,0.027987381604596333
topic,chemtrails,24,persistent,0.029252954460831183,0.001913987929315141,0.027338966531516042
topic,chemtrails,25,atmospheric conditions,0.02663787434080248,3.4954703840207794e-05,0.02660291963696227
topic,chemtrails,26,deliberate atmospheric,0.02651697582432467,0.0,0.02651697582432467
topic,chemtrails,27,conditions,0.025714281602077886,0.0006411670158991549,0.02507311458617873
topic,chemtrails,28,motion commercial,0.024604636922145737,0.0,0.024604636922145737
topic,chemtrails,29,aerial,0.024105622634419798,0.0,0.024105622634419798
topic,chemtrails,30,anomalous,0.02363470622179359,0.0006949316376087234,0.022939774584184867
topic,climate_change_hoax,1,climate,0.141458010488122,0.00012198523252207579,0.14133602525559993
topic,climate_change_hoax,2,climate change,0.10151378405055692,0.0,0.10151378405055692
topic,climate_change_hoax,3,change,0.09174223820260285,0.0010377214591792807,0.09070451674342357
topic,climate_change_hoax,4,ipcc,0.057208986809505896,0.0,0.057208986809505896
topic,climate_change_hoax,5,political,0.04594240385863631,0.00524681726554667,0.04069558659308964
topic,climate_change_hoax,6,policies,0.04166608358976074,0.003488818295430815,0.03817726529432992
topic,climate_change_hoax,7,environmental,0.03128018660114073,0.0009884619186223329,0.030291724682518395
topic,climate_change_hoax,8,global,0.0338502814423031,0.004409314320254046,0.029440967122049053
topic,climate_change_hoax,9,solutions,0.026851136809191836,0.0001565835922647689,0.026694553216927066
topic,climate_change_hoax,10,net,0.025571786102266663,0.0,0.025571786102266663
topic,climate_change_hoax,11,net zero,0.025571786102266663,0.0,0.025571786102266663
topic,climate_change_hoax,12,zero,0.025571786102266663,0.0,0.025571786102266663
topic,climate_change_hoax,13,scientific,0.03472345504835544,0.010669920001967361,0.024053535046388075
topic,climate_change_hoax,14,manufactured crisis,0.02402802605514646,8.286458329278744e-05,0.023945161471853674
topic,climate_change_hoax,15,crisis,0.02395582056002424,0.0009694721132499772,0.022986348446774264
topic,climate_change_hoax,16,green,0.022941309008404537,0.0,0.022941309008404537
topic,climate_change_hoax,17,manufactured,0.023221419201743483,0.00037998785778570985,0.022841431343957774
topic,climate_change_hoax,18,economic,0.024681820166346454,0.004145846112448,0.020535974053898454
topic,climate_change_hoax,19,agendas,0.020319536727172963,0.0007860989538923955,0.01953343777328057
topic,climate_change_hoax,20,global elites,0.018764862134884833,0.0,0.018764862134884833
topic,climate_change_hoax,21,human,0.019182603071306856,0.0008063560752049408,0.018376246996101915
topic,climate_change_hoax,22,conclusions,0.018278134272446962,0.0011621810525612407,0.01711595321988572
topic,climate_change_hoax,23,primarily,0.018114167834075524,0.0011261077398633198,0.016988060094212203
topic,climate_change_hoax,24,political agendas,0.016725552890472156,0.0,0.016725552890472156
topic,climate_change_hoax,25,consensus,0.01808505801070018,0.0014688927337897202,0.016616165276910462
topic,climate_change_hoax,26,influenced political,0.016389958631470348,0.0,0.016389958631470348
topic,climate_change_hoax,27,political influence,0.01639866957949779,7.990745020727194e-05,0.01631876212929052
topic,climate_change_hoax,28,ipcc reports,0.016139508779329122,0.0,0.016139508779329122
topic,climate_change_hoax,29,scientific consensus,0.016708898831428072,0.0006669433538227748,0.016041955477605296
topic,climate_change_hoax,30,change narrative,0.015856181853405406,0.0,0.015856181853405406
topic,covid_vaccine_microchips,1,vaccines,0.10642789967410358,0.0041301494239106284,0.10229775025019296
topic,covid_vaccine_microchips,2,covid 19,0.08542397518862206,0.000359204663799486,0.08506477052482257
topic,covid_vaccine_microchips,3,covid,0.08542397518862206,0.000359204663799486,0.08506477052482257
topic,covid_vaccine_microchips,4,19,0.08542397518862206,0.000359204663799486,0.08506477052482257
topic,covid_vaccine_microchips,5,19 vaccines,0.08132012870812781,0.0001013615489121372,0.08121876715921568
topic,covid_vaccine_microchips,6,tracking,0.07493389179192267,0.0001657211757523052,0.07476817061617036
topic,covid_vaccine_microchips,7,surveillance,0.07564985890190781,0.00950900471554784,0.06614085418635997
topic,covid_vaccine_microchips,8,vaccine,0.06408533207449489,0.0030539414729298326,0.06103139060156506
topic,covid_vaccine_microchips,9,microchips,0.06024668922101048,0.0,0.06024668922101048
topic,covid_vaccine_microchips,10,vaccines contain,0.03939445148959396,0.0,0.03939445148959396
topic,covid_vaccine_microchips,11,contain,0.038867276760894076,0.00011316441078439225,0.038754112350109685
topic,covid_vaccine_microchips,12,contain microchips,0.03444212382906322,0.0,0.03444212382906322
topic,covid_vaccine_microchips,13,tracking control,0.03384137190542847,0.0,0.03384137190542847
topic,covid_vaccine_microchips,14,population tracking,0.028861800600296292,0.0,0.028861800600296292
topic,covid_vaccine_microchips,15,technology,0.0309209983555946,0.003761260926172895,0.027159737429421706
topic,covid_vaccine_microchips,16,surveillance technologies,0.02697501574111972,0.00037756017119564445,0.026597455569924076
topic,covid_vaccine_microchips,17,rollout,0.028417219996183088,0.0018899504539670346,0.026527269542216052
topic,covid_vaccine_microchips,18,rapid,0.025907877074121996,0.0035641099100914104,0.022343767164030585
topic,covid_vaccine_microchips,19,technologies,0.024362202445681488,0.0021246961733393218,0.022237506272342167
topic,covid_vaccine_microchips,20,governments,0.024357768668054777,0.002445833926613279,0.0219119347414415
topic,covid_vaccine_microchips,21,development,0.0273368754141809,0.005618225011288411,0.02171865040289249
topic,covid_vaccine_microchips,22,data,0.030185892341263038,0.008795752214452645,0.02139014012681039
topic,covid_vaccine_microchips,23,passports,0.021245899496886742,0.0,0.021245899496886742
topic,covid_vaccine_microchips,24,rapid rollout,0.02070549373499572,0.00032754323334932664,0.020377950501646393
topic,covid_vaccine_microchips,25,digital,0.02291044092992879,0.0028360444512310905,0.0200743964786977
topic,covid_vaccine_microchips,26,claim covid,0.019837369924220978,0.0,0.019837369924220978
topic,covid_vaccine_microchips,27,vaccine passports,0.019725925160198037,0.0,0.019725925160198037
topic,covid_vaccine_microchips,28,tech,0.019063434909781064,0.0006355397286537424,0.01842789518112732
topic,covid_vaccine_microchips,29,concerns,0.025545995418406697,0.007147256899926636,0.018398738518480062
topic,covid_vaccine_microchips,30,designed population,0.017963137427071632,0.0,0.017963137427071632
topic,cryptocurrency_control,1,privacy,0.10458690217484641,0.0009125370034913287,0.10367436517135509
topic,cryptocurrency_control,2,cbdcs,0.10322830883316397,0.0,0.10322830883316397
topic,cryptocurrency_control,3,central,0.09627647132967539,0.0018821238188454412,0.09439434751082995
topic,cryptocurrency_control,4,financial,0.0787602331890067,0.0028673905188854962,0.0758928426701212
topic,cryptocurrency_control,5,currencies,0.06973721940608561,0.0,0.06973721940608561
topic,cryptocurrency_control,6,central bank,0.06587685439091864,0.00017174687088620621,0.06570510752003243
topic,cryptocurrency_control,7,digital currencies,0.06302695896396064,0.0,0.06302695896396064
topic,cryptocurrency_control,8,bank,0.06313939037711952,0.0005936808986257171,0.0625457094784938
topic,cryptocurrency_control,9,digital,0.062392977927083974,0.001041383678633127,0.061351594248450846
topic,cryptocurrency_control,10,design,0.06170492740936491,0.0028916929665457236,0.05881323444281918
topic,cryptocurrency_control,11,bank digital,0.05668040065271039,0.0,0.05668040065271039
topic,cryptocurrency_control,12,control,0.06978398440385655,0.015679870246339392,0.05410411415751716
topic,cryptocurrency_control,13,cbdc,0.054064195674125924,0.0,0.054064195674125924
topic,cryptocurrency_control,14,finances,0.052300383062275954,0.0,0.052300383062275954
topic,cryptocurrency_control,15,personal finances,0.047632712465221806,0.0,0.047632712465221806
topic,cryptocurrency_control,16,financial privacy,0.04744709952856751,0.0,0.04744709952856751
topic,cryptocurrency_control,17,control personal,0.04684658841556272,0.0,0.04684658841556272
topic,cryptocurrency_control,18,surveillance,0.05719040445961488,0.010348070826561155,0.04684233363305373
topic,cryptocurrency_control,19,personal,0.04708369133606321,0.00034323419567344786,0.04674045714038976
topic,cryptocurrency_control,20,central banks,0.042686073886074725,0.0013318034472444495,0.041354270438830276
topic,cryptocurrency_control,21,government control,0.041111634136258624,0.00029414200758308645,0.04081749212867554
topic,cryptocurrency_control,22,total,0.040081668948317835,0.0029453352936976763,0.03713633365462016
topic,cryptocurrency_control,23,total government,0.03619909832458688,0.0,0.03619909832458688
topic,cryptocurrency_control,24,banks,0.03823173248375865,0.0030964820337379233,0.03513525045002072
topic,cryptocurrency_control,25,designed,0.03984177260796836,0.006918943943938879,0.032922828664029485
topic,cryptocurrency_control,26,eliminate financial,0.03190691230130482,0.0,0.03190691230130482
topic,cryptocurrency_control,27,eliminate,0.03169017582293825,0.00019159201258641054,0.031498583810351845
topic,cryptocurrency_control,28,finances eliminate,0.02694355454759236,0.0,0.02694355454759236
topic,cryptocurrency_control,29,enable,0.02724109058490841,0.00042715077656442366,0.026813939808343984
topic,cryptocurrency_control,30,choices,0.024917831568777277,0.0004541352012126099,0.024463696367564666
topic,deep_state,1,deep state,0.10665693115760135,0.0,0.10665693115760135
topic,deep_state,2,deep,0.10583166571720488,0.00013011936128162958,0.10570154635592326
topic,deep_state,3,policy,0.1031042995798619,0.002790781577208409,0.10031351800265349
topic,deep_state,4,state,0.09639841717566366,0.0012413272219718907,0.09515708995369178
topic,deep_state,5,elected,0.0487676460842007,0.0,0.0487676460842007
topic,deep_state,6,officials,0.048386178634739645,0.00026596138692397696,0.04812021724781567
topic,deep_state,7,government policy,0.04679533669302261,0.0,0.04679533669302261
topic,deep_state,8,elected officials,0.0462499949717075,0.0,0.0462499949717075
topic,deep_state,9,bureaucratic,0.045356300637313954,0.0009798109541602285,0.044376489683153726
topic,deep_state,10,intelligence agencies,0.04220063896785584,0.0009546252284788784,0.04124601373937697
topic,deep_state,11,influence,0.047064496431734694,0.007361988355799066,0.03970250807593563
topic,deep_state,12,control,0.050655237776741135,0.016024652897892382,0.03463058487884875
topic,deep_state,13,interests,0.038333024862977336,0.005238612232380569,0.033094412630596766
topic,deep_state,14,intelligence,0.036795316998456874,0.005061605283245318,0.031733711715211554
topic,deep_state,15,state control,0.030938041972280412,0.0,0.030938041972280412
topic,deep_state,16,agencies,0.03620524666238481,0.008550954405529419,0.02765429225685539
topic,deep_state,17,controlling,0.028005367694130565,0.0007332478326418416,0.027272119861488725
topic,deep_state,18,state influence,0.02672161987917198,0.0,0.02672161987917198
topic,deep_state,19,control government,0.02589782858680058,0.0,0.02589782858680058
topic,deep_state,20,evident,0.02576652295445636,0.0006665283087205593,0.025099994645735802
topic,deep_state,21,consistent,0.030137247357455182,0.005616013540704342,0.02452123381675084
topic,deep_state,22,state controlling,0.023365977164404025,0.0,0.023365977164404025
topic,deep_state,23,bureaucrats,0.023244784627974725,3.849515132489234e-05,0.023206289476649832
topic,deep_state,24,unelected,0.022214235008763353,8.165141720068426e-05,0.022132583591562668
topic,deep_state,25,government,0.03457662164256511,0.012679018081411794,0.021897603561153313
topic,deep_state,26,consistent interests,0.021033362610686918,0.0,0.021033362610686918
topic,deep_state,27,controlling government,0.02082959207201968,0.0,0.02082959207201968
topic,deep_state,28,outcomes,0.02303855832872859,0.0033682372963656174,0.01967032103236297
topic,deep_state,29,bureaucrats intelligence,0.019619025592519598,0.0,0.019619025592519598
topic,deep_state,30,systemic incentives,0.021684206056925674,0.0034061581386690618,0.018278047918256612
topic,election_fraud,1,voting,0.11664491254980032,0.0,0.11664491254980032
topic,election_fraud,2,electronic,0.10992480386633628,0.0,0.10992480386633628
topic,election_fraud,3,electronic voting,0.1092235028907654,0.0,0.1092235028907654
topic,election_fraud,4,manipulation,0.10495918761821607,0.009221136909508123,0.09573805070870794
topic,election_fraud,5,machines,0.06927123753486514,0.0,0.06927123753486514
topic,election_fraud,6,voting machines,0.06515977060440467,0.0,0.06515977060440467
topic,election_fraud,7,election,0.0638169113810123,2.93189987743613e-05,0.06378759238223794
topic,election_fraud,8,vulnerabilities,0.052326698066216544,0.0010276406333181547,0.05129905743289839
topic,election_fraud,9,powerful elites,0.04801297873022631,0.0,0.04801297873022631
topic,election_fraud,10,elites,0.04744677586829249,0.0017562767243679456,0.04569049914392454
topic,election_fraud,11,voting systems,0.04513734006805276,0.0,0.04513734006805276
topic,election_fraud,12,systems,0.05003823994226471,0.004913640377970548,0.04512459956429416
topic,election_fraud,13,powerful,0.043493306931112516,0.001440086179346983,0.042053220751765534
topic,election_fraud,14,manipulation powerful,0.03322143691594413,0.0,0.03322143691594413
topic,election_fraud,15,integrity,0.027462385356414345,0.00047014530044760244,0.026992240055966742
topic,election_fraud,16,audits,0.025471680311716732,0.00011752006790813403,0.0253541602438086
topic,election_fraud,17,software,0.025311772568185047,0.0,0.025311772568185047
topic,election_fraud,18,security,0.027231207971163646,0.0045267242824486515,0.022704483688714996
topic,election_fraud,19,potential vulnerabilities,0.02239045564014449,0.0,0.02239045564014449
topic,election_fraud,20,election results,0.021893567779801785,0.0,0.021893567779801785
